order placement_time ready_time pickup_time dropoff_time courier
o1076 296 298 317.0 324.0 c92
o1077 142 153 161.0 167.0 c4
o1079 453 477 488.0 495.0 c188
o108 111 125 127.0 137.0 c90
o1080 568 580 582.0 591.0 c267
o1081 610 633 641.0 660.0 c245
o1083 143 247 250.0 271.0 c124
o1084 384 412 412 421.0 c140
o1085 26 46 55.0 62.0 c21
o1086 77 88 92.0 107.0 c50
o1087 200 245 248.0 266.0 c92
o1088 549 575 579.0 586.0 c233
o109 75 105 105 128.0 c78
o1090 388 400 400 406.0 c174
o1091 546 589 589 595.0 c257
o1092 237 243 255.0 261.0 c100
o1093 210 229 230.0 243.0 c28
o1094 119 136 144.0 149.0 c46
o1095 460 470 479.0 490.0 c167
o1096 568 582 586.0 595.0 c280
o1097 572 582 584.0 596.0 c293
o1098 361 375 378.0 387.0 c156
o1099 506 531 537.0 542.0 c226
o11 206 223 231.0 236.0 c68
o110 465 470 493.0 499.0 c174
o1100 337 352 357.0 365.0 c144
o1101 90 100 110.0 116.0 c42
o1102 624 641 643.0 656.0 c280
o1104 162 211 222.0 236.0 c46
o1105 94 109 111.0 130.0 c4
o1106 339 340 362.0 380.0 c159
o1107 404 419 419.0 429.0 c105
o1108 219 237 240.0 247.0 c62
o1109 482 518 525.0 533.0 c299
o111 675 686 700.0 709.0 c278
o1110 559 570 570 576.0 c224
o1111 505 525 529.0 543.0 c204
o1112 622 639 639.0 647.0 c241
o1113 318 327 334.0 356.0 c115
o1114 220 225 236.0 253.0 c81
o1115 145 149 172.0 181.0 c11
o1116 119 144 149.0 156.0 c69
o1117 430 452 460.0 470.0 c213
o1118 119 123 137.0 151.0 c64
o1119 579 594 596.0 610.0 c264
o112 473 496 503.0 510.0 c262
o1120 117 119 135.0 140.0 c69
o1121 399 403 408.0 422.0 c139
o1122 560 572 573.0 581.0 c297
o1123 190 223 229.0 239.0 c103
o1124 679 685 702.0 717.0 c295
o1125 648 654 660.0 674.0 c192
o1126 405 416 416.0 426.0 c144
o1127 125 141 153.0 161.0 c26
o1128 211 234 239.0 247.0 c100
o1129 517 542 551.0 565.0 c225
o113 372 374 383.0 392.0 c82
o1130 48 68 68.0 82.0 c75
o1131 629 643 648.0 656.0 c250
o1132 601 618 621.0 628.0 c202
o1133 83 107 113.0 126.0 c61
o1134 130 140 156.0 171.0 c92
o1135 174 195 199.0 209.0 c36
o1136 111 129 132.0 145.0 c97
o1137 133 168 175.0 184.0 c87
o1138 407 432 436.0 442.0 c254
o1139 477 515 519.0 531.0 c182
o114 211 228 278.0 290.0 c82
o1140 474 507 513.0 520.0 c233
o1141 511 523 527.0 532.0 c287
o1142 452 467 469.0 476.0 c220
o1143 675 693 714.0 725.0 c204
o1144 579 587 588.0 597.0 c239
o1145 408 443 447.0 453.0 c253
o1146 560 562 578.0 587.0 c246
o1147 128 143 152.0 167.0 c44
o1148 590 615 615.0 624.0 c233
o1149 393 419 419.0 437.0 c152
o115 185 281 291.0 303.0 c87
o1150 230 244 246.0 252.0 c126
o1151 13 23 23.0 38.0 c14
o1152 495 510 513.0 522.0 c167
o1153 300 315 324.0 340.0 c154
o1154 272 284 304.0 310.0 c116
o1155 637 648 649.0 671.0 c246
o1156 563 576 581.0 589.0 c169
o1157 656 660 675.0 686.0 c300
o1158 540 561 563.0 574.0 c183
o1159 488 503 504.0 518.0 c246
o116 511 513 536.0 543.0 c272
o1160 555 580 580 590.0 c207
o1161 284 290 304.0 319.0 c130
o1162 579 592 598.0 612.0 c270
o1163 595 613 623.0 633.0 c252
o1164 157 158 180.0 186.0 c77
o1165 238 249 252.0 261.0 c141
o1166 87 104 106.0 112.0 c74
o1167 40 55 77.0 87.0 c8
o1168 208 266 282.0 292.0 c136
o1169 361 381 384.0 395.0 c102
o1170 512 537 544.0 559.0 c276
o1171 176 206 216.0 231.0 c73
o1172 235 270 274.0 279.0 c147
o1173 155 164 174.0 185.0 c31
o1174 718 719 726.0 732.0 c293
o1175 556 581 585.0 591.0 c192
o1176 580 594 594.0 600.0 c231
o1177 355 384 384.0 392.0 c105
o1178 195 211 221.0 232.0 c91
o1179 146 162 165.0 170.0 c7
o118 184 216 222.0 251.0 c37
o1180 70 78 83.0 90.0 c46
o1181 610 630 631.0 636.0 c224
o1182 579 592 597.0 605.0 c292
o1183 534 538 549.0 555.0 c226
o1184 387 423 424.0 437.0 c121
o1185 577 587 590.0 603.0 c177
o1186 595 620 624.0 632.0 c231
o1187 254 277 286.0 294.0 c112
o1188 253 270 282.0 297.0 c157
o1189 247 264 323.0 339.0 c141
o119 122 152 166.0 171.0 c37
o1190 320 335 335.0 343.0 c156
o1191 628 648 649.0 654.0 c258
o1192 335 348 350.0 366.0 c156
o1193 87 118 131.0 140.0 c40
o1194 78 101 105.0 114.0 c65
o1197 109 131 136.0 150.0 c74
o1198 646 664 668.0 684.0 c323
o1199 145 161 176.0 190.0 c47
o12 95 119 123.0 130.0 c41
o120 573 612 625.0 631.0 c189
o1200 376 411 413.0 423.0 c164
o1201 182 195 240.0 245.0 c71
o1202 489 504 510.0 524.0 c183
o1203 145 154 161.0 185.0 c91
o1204 503 523 525.0 532.0 c232
o1205 84 109 114.0 131.0 c36
o1206 584 602 609.0 622.0 c276
o1207 143 167 171.0 178.0 c74
o1208 591 616 622.0 629.0 c234
o1209 569 572 583.0 594.0 c288
o121 161 173 179.0 217.0 c65
o1210 153 198 207.0 214.0 c11
o1211 71 130 135.0 145.0 c33
o1212 93 130 149.0 155.0 c28
o1213 144 153 161.0 175.0 c21
o1214 236 272 278.0 288.0 c91
o1215 133 148 155.0 168.0 c96
o1216 489 511 517.0 525.0 c290
o1217 75 96 105.0 117.0 c15
o1218 127 152 174.0 188.0 c27
o1219 103 133 138.0 156.0 c72
o122 646 649 665.0 678.0 c280
o1220 154 174 177.0 183.0 c37
o1221 168 257 264.0 272.0 c111
o1222 577 591 597.0 604.0 c244
o1223 474 498 510.0 523.0 c277
o1224 378 394 396.0 411.0 c144
o1225 313 326 334.0 344.0 c119
o1226 210 234 240.0 252.0 c63
o1227 419 440 440 453.0 c197
o1228 659 675 687.0 695.0 c317
o1229 179 189 194.0 213.0 c56
o123 127 143 147.0 161.0 c13
o1230 491 505 513.0 526.0 c269
o1231 580 591 598.0 610.0 c261
o1232 517 554 558.0 564.0 c201
o1233 567 612 618.0 641.0 c197
o1234 155 195 203.0 212.0 c8
o1235 391 411 415.0 438.0 c188
o1236 383 413 418.0 425.0 c123
o1237 517 536 549.0 557.0 c239
o1238 677 698 707.0 719.0 c314
o1239 324 342 351.0 374.0 c29
o124 702 709 715.0 728.0 c277
o1240 615 635 635 657.0 c228
o1241 483 495 497.0 505.0 c167
o1242 249 254 275.0 294.0 c143
o1243 466 498 506.0 520.0 c287
o1244 715 745 745 760.0 c320
o1245 181 201 207.0 217.0 c39
o1246 146 148 168.0 179.0 c3
o1247 230 248 260.0 274.0 c122
o1248 722 752 753.0 759.0 c322
o1249 106 140 146.0 176.0 c48
o125 73 98 108.0 115.0 c47
o1250 307 316 325.0 337.0 c155
o1251 665 681 690.0 698.0 c314
o1252 234 246 258.0 273.0 c107
o1253 627 642 649.0 662.0 c260
o1254 68 98 102.0 119.0 c59
o1255 169 205 211.0 230.0 c41
o1256 203 205 229.0 244.0 c26
o1257 103 157 165.0 173.0 c68
o1258 678 695 707.0 717.0 c280
o1259 501 506 521.0 542.0 c166
o126 739 769 770.0 789.0 c311
o1261 451 471 476.0 483.0 c238
o1262 188 211 225.0 232.0 c45
o1263 404 416 420.0 430.0 c151
o1264 206 220 220 233.0 c29
o1265 173 189 225.0 248.0 c43
o1266 578 596 600.0 616.0 c202
o1267 627 632 647.0 656.0 c279
o1268 581 587 594.0 600.0 c203
o1269 432 452 456.0 462.0 c209
o1270 499 529 539.0 544.0 c288
o1271 314 346 346.0 352.0 c149
o1272 495 519 524.0 544.0 c271
o1273 331 348 354.0 368.0 c111
o1274 226 266 278.0 295.0 c150
o1275 513 518 531.0 542.0 c267
o1276 652 664 664 669.0 c257
o1277 108 144 151.0 159.0 c56
o1278 670 695 711.0 725.0 c291
o1279 519 529 532.0 541.0 c194
o128 125 134 143.0 165.0 c17
o1280 467 484 491.0 498.0 c290
o1281 514 522 530.0 536.0 c214
o1282 651 654 667.0 681.0 c204
o1283 207 221 234.0 242.0 c40
o1284 148 163 170.0 177.0 c51
o1285 566 587 587.0 597.0 c259
o1286 568 589 596.0 607.0 c174
o1287 622 653 662.0 674.0 c297
o1289 147 173 177.0 193.0 c98
o129 520 541 541.0 549.0 c207
o1290 251 266 268.0 283.0 c155
o1291 169 195 197.0 209.0 c47
o1292 477 510 516.0 529.0 c201
o1293 761 791 798.0 806.0 c305
o1294 624 649 654.0 660.0 c254
o1295 160 174 189.0 198.0 c92
o1296 160 174 175.0 220.0 c7
o1297 620 644 648.0 656.0 c197
o1298 13 25 29.0 46.0 c4
o1299 181 192 196.0 209.0 c49
o13 197 208 227.0 236.0 c17
o130 316 339 342.0 360.0 c122
o1300 125 148 154.0 171.0 c25
o1301 394 410 410 419.0 c156
o1302 544 574 576.0 589.0 c191
o1303 649 668 674.0 684.0 c242
o1304 120 136 144.0 151.0 c42
o1305 432 453 455.0 468.0 c208
o1306 162 175 203.0 232.0 c24
o1307 443 463 474.0 484.0 c260
o1308 669 678 684.0 690.0 c267
o1309 156 187 206.0 225.0 c44
o131 224 226 249.0 265.0 c95
o1310 607 643 648.0 665.0 c213
o1311 513 528 554.0 564.0 c255
o1312 390 481 484.0 501.0 c168
o1313 98 113 118.0 126.0 c20
o1314 117 132 146.0 159.0 c9
o1315 505 515 523.0 549.0 c203
o1316 397 418 418.0 424.0 c145
o1317 363 380 380 387.0 c129
o1318 575 591 597.0 603.0 c275
o1319 97 122 136.0 145.0 c32
o132 177 223 230.0 242.0 c7
o1320 438 459 459 479.0 c259
o1321 113 176 193.0 209.0 c35
o1322 422 485 500.0 512.0 c221
o1324 140 142 161.0 172.0 c80
o1325 426 441 446.0 462.0 c121
o1326 496 541 548.0 556.0 c257
o1328 78 210 223.0 243.0 c77
o1329 266 271 291.0 304.0 c102
o133 230 250 250 258.0 c116
o1330 132 145 149.0 156.0 c91
o1331 631 652 662.0 676.0 c274
o1332 398 405 405.0 425.0 c110
o1333 209 247 256.0 271.0 c118
o1334 367 384 385.0 393.0 c130
o1335 396 421 430.0 449.0 c179
o1336 455 456 473.0 482.0 c262
o1337 290 295 309.0 319.0 c149
o1338 101 106 124.0 132.0 c81
o1339 243 249 256.0 261.0 c91
o134 538 541 555.0 560.0 c185
o1340 581 588 595.0 602.0 c188
o1341 622 633 635.0 640.0 c255
o1342 93 122 142.0 147.0 c67
o1343 534 575 575.0 583.0 c174
o1345 428 440 440 449.0 c248
o1346 283 309 318.0 329.0 c156
o1347 546 548 560.0 565.0 c180
o1348 229 263 271.0 283.0 c26
o1349 90 133 144.0 161.0 c50
o135 105 145 150.0 164.0 c84
o1350 134 152 159.0 169.0 c8
o1351 442 461 470.0 494.0 c251
o1352 121 134 141.0 157.0 c36
o1353 526 533 545.0 556.0 c259
o1354 518 549 554.0 561.0 c262
o1355 704 719 726.0 740.0 c296
o1356 415 429 429 443.0 c135
o1357 168 171 184.0 193.0 c74
o1358 161 187 197.0 207.0 c87
o1359 630 637 646.0 654.0 c276
o136 21 41 50.0 69.0 c15
o1360 104 134 213.0 231.0 c54
o1361 728 734 742.0 764.0 c302
o1362 488 502 505.0 526.0 c174
o1363 525 540 540.0 547.0 c185
o1364 513 533 543.0 554.0 c293
o1365 513 536 543.0 556.0 c222
o1366 269 310 319.0 326.0 c165
o1367 569 580 580.0 589.0 c261
o1368 495 509 514.0 522.0 c214
o137 150 181 190.0 205.0 c82
o1370 494 498 512.0 524.0 c172
o1371 550 567 567.0 579.0 c193
o1372 221 253 291.0 305.0 c128
o1373 553 582 582.0 593.0 c181
o1374 167 198 201.0 209.0 c94
o1375 507 540 544.0 554.0 c229
o1376 117 133 138.0 153.0 c27
o1377 551 575 576.0 589.0 c231
o1378 525 546 554.0 561.0 c275
o1379 606 636 647.0 668.0 c238
o138 569 578 578 595.0 c206
o1380 684 694 705.0 721.0 c293
o1381 84 94 94.0 105.0 c83
o1382 192 222 231.0 248.0 c107
o1383 343 358 365.0 370.0 c103
o1384 556 579 579.0 596.0 c212
o1385 351 368 371.0 379.0 c171
o1386 59 65 68.0 78.0 c66
o1387 658 669 670.0 676.0 c312
o1388 64 69 72.0 78.0 c2
o1389 650 680 686.0 697.0 c279
o139 356 357 373.0 391.0 c123
o1390 426 485 497.0 510.0 c208
o1391 522 542 555.0 561.0 c209
o1392 183 196 209.0 220.0 c107
o1393 669 685 687.0 693.0 c266
o1394 311 331 336.0 350.0 c123
o1395 458 461 474.0 485.0 c205
o1396 471 479 497.0 522.0 c260
o1397 104 109 124.0 138.0 c65
o1398 344 359 362.0 368.0 c150
o1399 51 82 84.0 93.0 c77
o14 685 703 712.0 718.0 c262
o140 146 166 172.0 180.0 c29
o1400 576 585 594.0 605.0 c226
o1401 97 125 136.0 148.0 c25
o1403 421 425 430.0 445.0 c187
o1404 364 384 384 399.0 c104
o1405 16 26 30.0 43.0 c18
o1406 288 314 325.0 334.0 c97
o1407 410 415 430.0 439.0 c170
o1408 692 742 743.0 757.0 c236
o1409 368 390 391.0 407.0 c164
o141 24 32 48.0 54.0 c8
o1410 529 544 550.0 557.0 c194
o1411 213 232 235.0 242.0 c99
o1412 115 137 145.0 152.0 c29
o1413 510 550 554.0 561.0 c188
o1414 16 37 44.0 65.0 c2
o1415 387 402 402.0 409.0 c187
o1416 190 196 211.0 224.0 c5
o1417 159 191 196.0 212.0 c46
o1418 165 296 308.0 316.0 c88
o1419 562 597 607.0 621.0 c190
o142 672 678 696.0 703.0 c316
o1420 120 130 137.0 143.0 c41
o1421 648 678 685.0 700.0 c283
o1422 73 110 120.0 127.0 c55
o1423 237 260 282.0 292.0 c121
o1424 110 124 134.0 147.0 c87
o1425 568 575 582.0 602.0 c252
o1426 508 528 559.0 571.0 c198
o1427 445 464 465.0 473.0 c167
o1428 358 370 374.0 383.0 c167
o1429 541 566 570.0 577.0 c185
o143 457 465 474.0 484.0 c201
o1430 82 114 130.0 139.0 c10
o1431 377 392 393.0 402.0 c172
o1432 595 615 619.0 627.0 c264
o1433 754 774 775.0 785.0 c314
o1434 316 319 343.0 353.0 c158
o1435 524 545 546.0 551.0 c301
o1437 562 565 570.0 595.0 c225
o1438 580 594 595.0 603.0 c287
o1439 292 303 309.0 318.0 c110
o144 92 122 129.0 143.0 c44
o1440 197 302 315.0 333.0 c87
o1441 210 242 249.0 260.0 c129
o1442 469 496 503.0 510.0 c176
o1443 450 464 464 478.0 c181
o1444 178 190 199.0 208.0 c17
o1445 111 113 138.0 155.0 c3
o1446 468 498 505.0 529.0 c251
o1447 133 178 181.0 203.0 c41
o1448 507 562 564.0 572.0 c229
o1449 500 520 528.0 542.0 c242
o145 196 270 275.0 285.0 c92
o1450 622 632 639.0 649.0 c231
o1451 119 129 132.0 168.0 c97
o1452 610 613 631.0 641.0 c275
o1453 299 315 320.0 341.0 c104
o1454 213 228 278.0 302.0 c82
o1455 656 666 675.0 692.0 c304
o1456 482 484 500.0 514.0 c270
o1457 474 525 526.0 545.0 c284
o1458 556 571 571.0 576.0 c201
o1459 502 528 559.0 582.0 c190
o146 573 593 593.0 603.0 c256
o1460 687 697 704.0 711.0 c296
o1461 453 454 466.0 472.0 c222
o1462 136 153 155.0 165.0 c94
o1463 738 762 762.0 774.0 c316
o1464 601 614 629.0 638.0 c283
o1465 495 523 527.0 534.0 c252
o1466 577 605 611.0 624.0 c185
o1468 38 47 59.0 71.0 c22
o1469 76 111 125.0 145.0 c68
o147 438 458 463.0 484.0 c239
o1470 152 173 177.0 182.0 c98
o1472 671 687 725.0 732.0 c321
o1473 456 484 487.0 492.0 c169
o1475 124 139 141.0 151.0 c57
o1476 86 125 132.0 149.0 c89
o1477 579 624 627.0 637.0 c238
o1478 507 525 529.0 550.0 c236
o1479 211 257 273.0 287.0 c156
o148 522 530 543.0 549.0 c233
o1480 489 498 503.0 529.0 c224
o1481 69 101 101.0 107.0 c12
o1482 674 687 732.0 741.0 c310
o1483 287 312 322.0 332.0 c161
o1484 105 134 180.0 195.0 c85
o1485 489 494 505.0 516.0 c266
o1486 272 305 308.0 313.0 c145
o1487 502 512 524.0 538.0 c283
o1488 356 360 371.0 384.0 c147
o1489 96 127 138.0 164.0 c49
o149 287 313 318.0 336.0 c137
o1490 181 196 213.0 226.0 c69
o1491 72 102 123.0 134.0 c85
o1492 482 490 510.0 520.0 c276
o1493 288 316 326.0 331.0 c142
o1494 536 550 555.0 567.0 c233
o1495 351 375 375.0 387.0 c114
o1496 521 537 544.0 559.0 c279
o1497 353 366 368.0 387.0 c172
o1498 95 102 123.0 131.0 c72
o1499 556 557 568.0 583.0 c228
o15 476 491 505.0 534.0 c192
o150 45 48 65.0 89.0 c9
o1500 212 216 234.0 247.0 c5
o1501 350 379 379 390.0 c111
o1502 74 89 89 95.0 c12
o1503 412 431 437.0 444.0 c172
o1504 268 303 303.0 310.0 c123
o1505 264 280 283.0 290.0 c105
o1506 725 749 749 761.0 c262
o1507 387 420 446.0 453.0 c168
o1508 207 270 273.0 282.0 c108
o1509 143 150 168.0 183.0 c63
o151 525 550 554.0 560.0 c258
o1510 476 501 510.0 522.0 c170
o1511 117 122 133.0 139.0 c61
o1512 484 490 502.0 513.0 c283
o1513 520 537 543.0 556.0 c269
o1514 128 138 146.0 159.0 c90
o1515 243 265 283.0 290.0 c129
o1516 585 594 598.0 607.0 c224
o1517 616 637 645.0 659.0 c242
o1519 194 197 224.0 236.0 c48
o152 274 340 340 345.0 c165
o1520 374 391 393.0 399.0 c114
o1521 411 429 429.0 447.0 c205
o1522 213 321 333.0 353.0 c153
o1523 66 81 95.0 130.0 c35
o1524 660 663 680.0 685.0 c269
o1525 594 626 636.0 656.0 c204
o1526 150 171 180.0 188.0 c12
o1527 543 550 558.0 565.0 c238
o1528 526 544 549.0 555.0 c169
o153 169 197 210.0 218.0 c79
o1530 507 534 543.0 552.0 c291
o1531 284 305 309.0 316.0 c148
o1532 622 645 651.0 662.0 c282
o1533 255 293 303.0 310.0 c122
o1534 266 275 295.0 314.0 c161
o1535 649 674 678.0 691.0 c264
o1536 79 101 113.0 119.0 c46
o1537 647 666 675.0 682.0 c304
o1538 359 370 370 378.0 c174
o1539 170 175 190.0 197.0 c59
o154 510 520 528.0 538.0 c229
o1541 493 498 507.0 521.0 c238
o1542 504 525 529.0 546.0 c212
o1543 566 591 598.0 610.0 c243
o1544 491 522 532.0 537.0 c184
o1545 67 80 82.0 96.0 c22
o1546 573 587 593.0 599.0 c190
o1547 204 225 228.0 234.0 c74
o1548 147 155 172.0 187.0 c56
o1549 451 459 468.0 474.0 c171
o155 575 600 600 612.0 c192
o1550 19 43 62.0 79.0 c12
o1551 103 112 130.0 149.0 c62
o1552 333 348 364.0 372.0 c112
o1553 200 221 232.0 240.0 c64
o1554 747 762 763.0 773.0 c321
o1555 392 397 403.0 414.0 c102
o1557 152 158 171.0 177.0 c39
o1558 499 514 520.0 530.0 c295
o1559 255 281 301.0 313.0 c155
o156 638 648 649.0 660.0 c202
o1560 546 574 580.0 593.0 c210
o1561 197 212 226.0 237.0 c33
o1562 691 695 710.0 724.0 c275
o1563 531 545 549.0 560.0 c272
o1564 96 101 117.0 122.0 c57
o1566 63 87 89.0 102.0 c42
o1567 423 432 432 438.0 c229
o1568 128 137 150.0 169.0 c24
o1569 645 665 665.0 670.0 c271
o157 163 169 179.0 186.0 c1
o1570 106 113 127.0 135.0 c15
o1571 662 666 691.0 696.0 c276
o1572 308 312 324.0 335.0 c148
o1574 377 385 388.0 396.0 c154
o1576 297 306 315.0 328.0 c96
o1577 244 263 270.0 284.0 c52
o1578 447 452 458.0 465.0 c200
o1579 472 478 493.0 501.0 c229
o158 504 519 530.0 538.0 c222
o1580 328 367 368.0 381.0 c170
o1581 336 342 354.0 374.0 c138
o1582 72 92 97.0 108.0 c23
o1584 498 514 517.0 525.0 c194
o1586 97 121 125.0 133.0 c94
o1587 646 676 684.0 711.0 c297
o1589 581 598 600.0 612.0 c258
o159 180 204 209.0 222.0 c106
o1590 100 114 124.0 129.0 c18
o1591 598 603 606.0 615.0 c251
o1592 285 303 304.0 320.0 c125
o1593 435 447 447 456.0 c235
o1594 176 187 194.0 204.0 c23
o1595 355 388 393.0 401.0 c132
o1596 445 480 484.0 491.0 c194
o1597 71 96 96.0 103.0 c40
o1598 515 542 555.0 568.0 c175
o1599 622 637 647.0 655.0 c232
o16 515 533 538.0 555.0 c218
o160 535 555 558.0 566.0 c281
o1600 140 146 168.0 178.0 c67
o1601 95 120 121.0 126.0 c29
o1602 632 645 652.0 668.0 c277
o1603 574 594 596.0 603.0 c185
o1604 124 148 154.0 161.0 c25
o1605 619 672 690.0 698.0 c277
o1606 631 647 649.0 657.0 c300
o1607 355 402 403.0 413.0 c101
o1608 466 492 502.0 508.0 c273
o1609 228 238 238.0 250.0 c54
o161 333 350 363.0 370.0 c130
o1610 316 334 339.0 356.0 c96
o1611 511 536 550.0 560.0 c184
o1612 630 647 653.0 666.0 c179
o1613 478 482 491.0 505.0 c201
o1614 487 505 509.0 520.0 c232
o1615 187 201 213.0 232.0 c23
o1616 159 167 173.0 185.0 c97
o1617 554 591 594.0 602.0 c232
o1618 240 253 258.0 268.0 c147
o162 625 645 646.0 657.0 c287
o1620 424 435 435 447.0 c250
o1621 574 587 587.0 596.0 c186
o1622 108 138 148.0 157.0 c10
o1623 216 244 247.0 255.0 c156
o1624 153 169 181.0 190.0 c96
o1625 126 138 149.0 161.0 c39
o1626 595 614 624.0 636.0 c266
o1627 512 520 527.0 533.0 c259
o1628 329 358 365.0 386.0 c137
o1629 445 469 478.0 495.0 c224
o1630 496 514 518.0 536.0 c281
o1631 153 166 179.0 194.0 c8
o1632 134 148 162.0 179.0 c6
o1633 186 203 211.0 218.0 c55
o1634 243 270 271.0 276.0 c102
o1636 100 112 122.0 144.0 c56
o1637 346 365 368.0 378.0 c126
o1638 75 121 132.0 147.0 c88
o1639 629 659 660.0 670.0 c193
o164 202 215 225.0 241.0 c84
o1640 432 462 469.0 481.0 c246
o1641 173 183 186.0 198.0 c69
o1642 270 293 306.0 323.0 c136
o1643 638 653 653.0 665.0 c296
o1645 102 117 122.0 139.0 c42
o1646 162 189 195.0 202.0 c106
o1647 637 656 661.0 675.0 c259
o1648 89 133 139.0 160.0 c66
o1649 650 669 672.0 681.0 c311
o165 516 548 561.0 575.0 c252
o1651 474 524 529.0 541.0 c254
o1652 88 92 100.0 105.0 c58
o1653 621 639 649.0 670.0 c190
o1654 332 339 349.0 355.0 c162
o1655 394 410 411.0 422.0 c103
o1656 337 362 368.0 383.0 c134
o1657 498 515 515 521.0 c181
o1658 261 269 282.0 293.0 c114
o1659 338 358 368.0 380.0 c132
o166 501 526 546.0 555.0 c241
o1660 588 604 606.0 623.0 c247
o1661 324 330 338.0 343.0 c150
o1662 374 384 384 390.0 c109
o1663 179 187 190.0 212.0 c42
o1664 172 209 216.0 223.0 c40
o1665 438 458 464.0 480.0 c179
o1666 331 355 360.0 369.0 c160
o1667 52 70 70 78.0 c72
o1668 128 178 185.0 203.0 c5
o1669 256 290 296.0 305.0 c139
o167 637 672 680.0 711.0 c285
o1670 162 166 184.0 196.0 c93
o1671 501 513 521.0 541.0 c257
o1672 436 462 473.0 487.0 c204
o1673 263 293 299.0 315.0 c129
o1674 562 580 583.0 598.0 c262
o1675 257 274 283.0 291.0 c158
o1676 111 114 170.0 194.0 c71
o1677 171 195 207.0 226.0 c98
o1678 357 370 370 377.0 c99
o1679 568 613 627.0 639.0 c270
o168 141 169 173.0 180.0 c69
o1680 536 554 554.0 559.0 c247
o1681 311 316 337.0 348.0 c106
o1682 74 84 85.0 97.0 c2
o1683 417 437 438.0 447.0 c216
o1684 410 419 427.0 442.0 c174
o1685 205 221 231.0 252.0 c106
o1686 302 312 321.0 329.0 c111
o1687 220 249 249 262.0 c145
o1688 704 720 720 727.0 c324
o1689 262 298 306.0 312.0 c126
o169 450 466 470.0 486.0 c150
o1690 614 632 637.0 644.0 c214
o1691 131 147 153.0 166.0 c87
o1692 327 339 343.0 357.0 c155
o1693 359 381 382.0 391.0 c99
o1694 603 605 617.0 626.0 c215
o1695 272 290 296.0 312.0 c131
o1696 330 351 358.0 367.0 c123
o1697 668 718 718 724.0 c294
o1698 354 357 366.0 378.0 c101
o1699 199 252 258.0 276.0 c94
o17 445 486 502.0 508.0 c288
o170 602 604 615.0 624.0 c224
o1700 418 443 446.0 456.0 c181
o1701 481 485 503.0 517.0 c249
