order placement_time ready_time pickup_time dropoff_time courier
o204 477 492 492.0 498.0 c34
o207 583 591 594.0 603.0 c61
o208 593 613 619.0 628.0 c68
o209 501 516 519.0 528.0 c37
o21 607 614 624.0 629.0 c70
o210 772 797 806.0 819.0 c90
o211 685 694 712.0 719.0 c88
o212 471 486 486.0 497.0 c47
o213 546 566 569.0 575.0 c64
o214 151 169 174.0 186.0 c12
o215 638 648 654.0 665.0 c85
o216 573 578 583.0 590.0 c51
o217 653 664 675.0 689.0 c87
o218 158 180 184.0 197.0 c16
o219 330 337 344.0 352.0 c26
o22 142 157 163.0 173.0 c5
o220 616 629 635.0 644.0 c70
o221 583 610 613.0 619.0 c78
o223 285 292 302.0 312.0 c28
o224 437 452 458.0 472.0 c57
o225 594 605 605.0 611.0 c64
o226 163 193 204.0 216.0 c14
o227 485 503 504.0 509.0 c39
o228 261 274 280.0 288.0 c19
o229 247 267 268.0 277.0 c13
o23 584 614 617.0 625.0 c47
o230 394 404 404 413.0 c29
o231 685 695 702.0 709.0 c86
o232 229 259 259 264.0 c9
o234 488 503 504.0 516.0 c34
o235 248 274 282.0 293.0 c29
o236 518 548 549.0 562.0 c38
o237 634 664 668.0 677.0 c44
o238 681 693 715.0 722.0 c92
o239 577 592 592 599.0 c47
o24 575 593 594.0 601.0 c72
o240 184 193 204.0 217.0 c4
o241 143 155 164.0 174.0 c10
o242 577 593 593.0 601.0 c38
o243 225 240 240 254.0 c18
o244 303 314 315.0 326.0 c20
o245 592 597 603.0 614.0 c43
o246 589 594 595.0 602.0 c53
o247 611 613 627.0 638.0 c48
o249 647 653 664.0 674.0 c82
o25 689 700 707.0 716.0 c79
o250 92 110 120.0 132.0 c9
o251 617 637 645.0 652.0 c61
o252 631 655 662.0 672.0 c79
o253 508 529 529 535.0 c56
o254 666 684 688.0 705.0 c83
o255 561 573 573.0 585.0 c48
o256 622 675 680.0 694.0 c63
o257 527 532 535.0 544.0 c46
o258 617 621 629.0 636.0 c72
o259 579 595 596.0 603.0 c48
o26 519 533 534.0 543.0 c54
o260 562 585 587.0 596.0 c73
o261 628 633 639.0 647.0 c78
o262 651 683 688.0 698.0 c80
o263 664 684 690.0 699.0 c70
o264 119 129 133.0 144.0 c12
o265 708 733 740.0 754.0 c81
o266 649 657 659.0 665.0 c61
o267 636 646 656.0 670.0 c63
o268 561 573 573.0 583.0 c40
o269 633 646 652.0 666.0 c66
o27 583 591 594.0 607.0 c40
o270 533 563 563 572.0 c43
o271 556 564 565.0 573.0 c66
o273 613 643 649.0 661.0 c68
o274 423 448 449.0 457.0 c30
o275 677 707 718.0 732.0 c83
o276 581 611 611.0 626.0 c65
o277 619 649 650.0 657.0 c44
o278 665 673 687.0 695.0 c64
o279 478 502 511.0 518.0 c40
o28 88 100 102.0 113.0 c10
o280 636 637 651.0 662.0 c65
o281 104 133 141.0 154.0 c10
o282 399 400 411.0 423.0 c27
o283 154 166 172.0 185.0 c7
o284 715 725 731.0 741.0 c92
o285 48 65 82.0 94.0 c2
o286 604 619 619 627.0 c54
o287 364 379 380.0 388.0 c25
o288 598 616 618.0 632.0 c73
o289 590 595 603.0 610.0 c68
o29 606 636 644.0 652.0 c67
o290 180 194 204.0 212.0 c5
o291 224 241 244.0 252.0 c9
o292 577 612 613.0 623.0 c63
o293 178 211 217.0 228.0 c18
o294 645 655 664.0 675.0 c76
o295 112 136 151.0 164.0 c7
o296 417 428 429.0 436.0 c24
o297 516 541 541.0 548.0 c56
o298 186 222 223.0 228.0 c5
o299 578 589 589.0 597.0 c68
o3 737 745 747.0 759.0 c92
o30 720 730 740.0 748.0 c87
o300 1 10 23.0 30.0 c2
o301 622 632 639.0 646.0 c73
o302 367 379 379.0 390.0 c27
o303 244 262 264.0 275.0 c18
o304 672 675 694.0 700.0 c81
o305 633 641 648.0 653.0 c77
o306 294 304 304 312.0 c33
o307 613 615 625.0 635.0 c42
o308 641 666 676.0 685.0 c85
o309 647 667 674.0 681.0 c83
o31 129 149 149 155.0 c5
o310 619 629 634.0 644.0 c44
o311 486 490 498.0 511.0 c37
o312 278 296 298.0 312.0 c26
o313 380 384 391.0 399.0 c28
o314 596 625 627.0 640.0 c64
o315 588 608 610.0 619.0 c42
o316 35 57 66.0 76.0 c1
o317 514 527 527 539.0 c51
o318 486 487 499.0 510.0 c52
o319 774 797 805.0 815.0 c88
o32 362 382 384.0 394.0 c29
o320 641 670 673.0 684.0 c81
o321 656 665 674.0 679.0 c69
o322 559 588 588 603.0 c52
o323 184 212 212.0 225.0 c7
o324 158 190 190 199.0 c8
o325 671 678 687.0 696.0 c86
o326 592 609 610.0 622.0 c66
o327 741 766 766.0 778.0 c90
o328 558 571 572.0 582.0 c78
o329 651 666 669.0 680.0 c86
o33 511 541 544.0 556.0 c77
o330 475 505 507.0 517.0 c56
o331 564 579 579.0 590.0 c53
o332 159 174 180.0 185.0 c17
o333 635 658 660.0 670.0 c58
o334 713 725 725 731.0 c80
o335 413 434 436.0 442.0 c26
o336 49 79 88.0 99.0 c3
o337 369 384 384.0 397.0 c26
o338 478 508 515.0 528.0 c46
o339 584 608 612.0 620.0 c48
o34 602 627 634.0 645.0 c66
o340 640 646 659.0 667.0 c81
o341 231 254 254 265.0 c10
o342 744 755 755 768.0 c91
o343 760 765 779.0 785.0 c91
o344 207 224 224 239.0 c11
o345 246 251 256.0 261.0 c16
o346 272 283 283.0 290.0 c24
o347 342 370 375.0 385.0 c33
o348 289 307 312.0 318.0 c30
o349 530 531 541.0 552.0 c37
o35 668 672 686.0 691.0 c75
o350 606 607 621.0 629.0 c46
o351 440 449 460.0 474.0 c36
o352 551 567 567 575.0 c51
o353 649 664 672.0 684.0 c65
o354 328 338 338 345.0 c28
o355 571 601 603.0 611.0 c67
o356 141 171 181.0 194.0 c5
o357 481 504 508.0 514.0 c47
o358 22 52 69.0 77.0 c3
o359 603 623 626.0 635.0 c62
o36 718 728 734.0 749.0 c94
o360 205 230 230 244.0 c16
o361 792 802 808.0 815.0 c91
o362 607 637 643.0 658.0 c82
o363 463 478 478 490.0 c52
o364 731 739 746.0 760.0 c88
o365 578 606 609.0 619.0 c37
o366 640 668 672.0 678.0 c75
o367 323 353 361.0 369.0 c28
o368 256 268 268.0 280.0 c8
o369 460 477 477 487.0 c38
o37 595 601 612.0 625.0 c53
o370 658 718 725.0 736.0 c85
o371 549 564 564 573.0 c77
o372 561 579 579 584.0 c46
o373 696 701 718.0 726.0 c84
o374 525 540 540 548.0 c62
o375 219 236 237.0 245.0 c10
o376 629 635 644.0 653.0 c84
o377 692 699 712.0 717.0 c80
o378 415 420 430.0 440.0 c28
o379 598 627 634.0 642.0 c65
o38 378 388 393.0 407.0 c21
o381 287 292 306.0 311.0 c21
o382 580 594 594.0 600.0 c77
o383 681 702 706.0 714.0 c81
o384 126 147 152.0 168.0 c6
o385 608 636 643.0 650.0 c62
o386 564 579 579 586.0 c44
o387 527 538 538.0 548.0 c52
o388 78 97 102.0 112.0 c6
o389 676 694 717.0 727.0 c91
o39 681 690 714.0 720.0 c90
o390 593 608 608 622.0 c74
o391 234 247 248.0 257.0 c6
o392 108 120 120 131.0 c8
o393 660 672 678.0 685.0 c61
o394 107 124 127.0 134.0 c6
o395 177 207 208.0 219.0 c13
o396 592 610 610 615.0 c56
o397 596 623 626.0 634.0 c78
o398 347 366 366 375.0 c29
o399 655 665 675.0 681.0 c77
o4 563 584 584.0 592.0 c76
o40 714 738 744.0 758.0 c83
o400 666 672 689.0 695.0 c76
o402 661 672 675.0 681.0 c80
o403 664 694 705.0 717.0 c93
o404 718 729 730.0 739.0 c88
o405 163 173 176.0 183.0 c13
o406 564 569 571.0 584.0 c47
o407 389 410 411.0 417.0 c30
o408 501 522 523.0 534.0 c47
o409 329 339 340.0 351.0 c33
o41 749 755 763.0 769.0 c89
o410 718 728 738.0 746.0 c91
o411 403 416 416 423.0 c36
o412 495 513 515.0 528.0 c68
o413 436 446 447.0 462.0 c34
o414 537 552 552 559.0 c46
o415 204 218 220.0 230.0 c9
o416 122 145 145.0 153.0 c11
o417 252 267 268.0 282.0 c16
o418 158 183 190.0 198.0 c11
o419 262 274 279.0 292.0 c28
o42 506 524 524 538.0 c70
o420 765 786 790.0 803.0 c93
o421 277 279 289.0 301.0 c20
o422 483 489 497.0 512.0 c44
o423 565 579 580.0 590.0 c65
o424 177 182 193.0 201.0 c7
o425 191 202 207.0 214.0 c8
o426 603 612 617.0 625.0 c40
o427 527 538 538 546.0 c45
o428 574 586 588.0 593.0 c74
o429 211 242 243.0 248.0 c5
o43 310 330 330 344.0 c29
o430 579 595 595 612.0 c45
o431 675 692 708.0 724.0 c89
o432 747 755 763.0 775.0 c89
o433 134 152 160.0 174.0 c11
o434 371 391 400.0 407.0 c36
o435 434 460 460 472.0 c44
o436 579 583 585.0 590.0 c62
o437 646 656 664.0 679.0 c71
o438 609 660 660.0 672.0 c67
o439 588 626 633.0 644.0 c53
o44 567 578 578 590.0 c39
o440 549 563 564.0 574.0 c52
o441 584 586 595.0 601.0 c44
o442 604 622 623.0 633.0 c67
o443 499 517 518.0 529.0 c77
o444 777 797 810.0 815.0 c89
o445 521 529 532.0 538.0 c43
o446 554 574 574.0 580.0 c42
o447 551 561 561.0 568.0 c65
o448 664 673 684.0 698.0 c79
o449 68 99 103.0 108.0 c8
o45 495 510 512.0 522.0 c54
o450 508 513 518.0 529.0 c62
o451 590 614 619.0 625.0 c43
o452 578 580 588.0 597.0 c42
o453 81 94 99.0 110.0 c7
o454 631 643 647.0 652.0 c74
o455 139 169 171.0 177.0 c9
o456 700 708 723.0 728.0 c81
o457 573 604 605.0 620.0 c77
o458 125 147 152.0 157.0 c15
o459 590 625 626.0 634.0 c52
o46 193 213 213 222.0 c17
o460 424 439 439 448.0 c36
o461 716 732 737.0 752.0 c80
o462 645 647 662.0 670.0 c80
o463 542 550 553.0 566.0 c78
o464 461 478 480.0 488.0 c44
o465 577 592 592 609.0 c47
o467 608 618 618.0 626.0 c45
o468 319 334 334 343.0 c24
o469 526 543 545.0 560.0 c44
o47 608 623 626.0 633.0 c38
o470 593 615 618.0 627.0 c57
o471 477 492 495.0 506.0 c38
o472 649 683 689.0 696.0 c77
o473 584 596 599.0 605.0 c65
o475 616 618 629.0 639.0 c60
o476 712 742 742 752.0 c93
o477 475 505 510.0 517.0 c45
o478 751 761 775.0 786.0 c92
o479 554 572 572.0 578.0 c62
o48 375 385 393.0 403.0 c24
o480 194 215 217.0 227.0 c10
o481 297 312 316.0 322.0 c19
o482 790 800 813.0 821.0 c94
o483 576 589 589.0 594.0 c46
o484 521 539 539 548.0 c68
o485 566 585 585.0 596.0 c43
o486 639 647 653.0 660.0 c73
o487 584 609 612.0 618.0 c70
o488 559 564 566.0 571.0 c44
o489 184 203 206.0 216.0 c15
o49 571 583 583 595.0 c71
o490 792 822 825.0 836.0 c89
o491 552 557 560.0 570.0 c54
o492 338 363 368.0 373.0 c25
o493 612 630 634.0 642.0 c68
o494 720 730 738.0 748.0 c86
o495 666 673 688.0 696.0 c82
o496 574 583 583.0 591.0 c64
o498 659 689 695.0 703.0 c87
o499 720 755 756.0 761.0 c90
o5 598 628 629.0 636.0 c63
o50 495 508 513.0 520.0 c38
o500 793 803 811.0 822.0 c93
o501 662 672 676.0 692.0 c66
o502 597 606 608.0 622.0 c44
o503 690 701 719.0 733.0 c87
o504 614 632 638.0 644.0 c75
o505 492 504 504.0 513.0 c53
o506 783 788 791.0 800.0 c91
o507 715 745 746.0 761.0 c84
o508 497 514 516.0 527.0 c39
o509 556 568 568 582.0 c45
o51 515 530 530.0 537.0 c65
o510 784 794 795.0 805.0 c92
o511 221 226 235.0 249.0 c7
o512 555 564 566.0 574.0 c53
o513 219 229 229.0 240.0 c17
o514 144 157 164.0 174.0 c8
o515 143 173 186.0 197.0 c6
o516 459 489 489.0 496.0 c53
o517 794 824 834.0 846.0 c90
o518 135 150 150.0 159.0 c9
o519 502 512 517.0 532.0 c66
o52 559 589 592.0 600.0 c63
o520 346 353 359.0 367.0 c33
o521 408 423 425.0 434.0 c29
o522 368 388 393.0 402.0 c30
o523 523 550 550.0 559.0 c71
o524 448 459 460.0 465.0 c38
o525 187 202 203.0 212.0 c11
o526 578 603 603.0 611.0 c73
o527 637 647 657.0 668.0 c78
o528 446 466 470.0 476.0 c34
o529 156 180 185.0 199.0 c9
o53 485 514 517.0 528.0 c52
o530 637 647 654.0 665.0 c75
o531 519 544 545.0 560.0 c74
o532 661 669 682.0 696.0 c84
o533 292 294 304.0 313.0 c29
o534 384 386 395.0 407.0 c23
o535 387 397 404.0 414.0 c35
o536 588 613 613.0 624.0 c71
o537 652 669 672.0 686.0 c68
o538 620 640 651.0 657.0 c76
o54 622 658 668.0 676.0 c64
o55 436 449 449.0 455.0 c29
o56 430 455 457.0 466.0 c54
o57 576 604 605.0 614.0 c46
o58 671 682 690.0 696.0 c65
o59 570 595 595 603.0 c56
o6 22 37 39.0 44.0 c2
o60 620 649 658.0 668.0 c69
o61 623 652 661.0 671.0 c60
o62 609 639 647.0 660.0 c86
o63 238 268 269.0 280.0 c14
o64 610 635 641.0 649.0 c79
o65 676 706 716.0 727.0 c86
o66 756 784 784 797.0 c89
o67 113 124 126.0 132.0 c10
o68 583 611 619.0 632.0 c75
o69 310 315 323.0 331.0 c33
o7 598 608 608.0 619.0 c38
o70 347 361 362.0 372.0 c23
o71 719 731 736.0 741.0 c84
o72 185 190 202.0 212.0 c6
o73 544 564 564 573.0 c70
o74 528 545 545.0 553.0 c65
o75 241 247 254.0 263.0 c11
o76 328 358 359.0 369.0 c24
o77 166 187 191.0 202.0 c13
o78 588 598 599.0 606.0 c78
o79 382 412 412 419.0 c28
o8 190 199 205.0 218.0 c16
o80 612 625 629.0 638.0 c37
o81 565 580 580.0 586.0 c38
o82 514 537 537.0 547.0 c67
o83 281 293 294.0 302.0 c25
o84 328 343 344.0 349.0 c30
o85 365 377 377 382.0 c24
o86 591 596 601.0 608.0 c71
o87 475 502 509.0 516.0 c43
o88 663 673 682.0 688.0 c67
o89 610 626 634.0 642.0 c77
o9 611 628 635.0 641.0 c74
o90 331 346 357.0 367.0 c30
o91 474 500 500 510.0 c57
o92 590 620 622.0 628.0 c56
o93 91 102 110.0 117.0 c11
o94 646 707 714.0 722.0 c94
o95 287 296 296 309.0 c19
o96 642 663 672.0 681.0 c70
o97 573 582 583.0 593.0 c66
o98 294 309 313.0 319.0 c18
o99 711 721 727.0 734.0 c93
