order placement_time ready_time pickup_time dropoff_time courier
o1079 453 483 490.0 497.0 c287
o108 111 128 135.0 145.0 c47
o1080 568 583 592.0 601.0 c206
o1081 610 638 649.0 668.0 c233
o1082 137 143 155.0 167.0 c80
o1083 143 273 282.0 303.0 c98
o1084 384 419 419.0 428.0 c132
o1085 26 51 79.0 86.0 c12
o1086 77 90 92.0 107.0 c52
o1087 200 256 270.0 288.0 c160
o1088 549 581 590.0 597.0 c249
o1089 111 213 231.0 245.0 c101
o109 75 112 114.0 137.0 c78
o1090 388 403 404.0 410.0 c122
o1091 546 599 623.0 629.0 c191
o1092 237 244 249.0 255.0 c129
o1093 210 233 239.0 252.0 c96
o1094 119 140 148.0 153.0 c61
o1095 460 472 479.0 490.0 c262
o1096 568 585 595.0 604.0 c254
o1097 572 584 588.0 600.0 c258
o1098 361 378 379.0 388.0 c112
o1099 506 537 544.0 549.0 c205
o11 206 227 236.0 241.0 c99
o110 465 471 485.0 491.0 c216
o1100 337 355 356.0 364.0 c139
o1101 90 102 109.0 115.0 c10
o1102 624 645 646.0 659.0 c278
o1103 38 60 67.0 73.0 c9
o1104 162 223 228.0 242.0 c37
o1105 94 112 130.0 149.0 c83
o1106 339 340 354.0 372.0 c162
o1107 404 422 430.0 440.0 c170
o1108 219 241 250.0 257.0 c149
o1109 482 527 533.0 541.0 c282
o111 675 688 693.0 702.0 c280
o1110 559 572 573.0 579.0 c269
o1111 505 530 532.0 546.0 c239
o1112 622 643 649.0 657.0 c208
o1113 318 329 329.0 351.0 c161
o1114 220 226 236.0 253.0 c67
o1116 119 150 154.0 161.0 c29
o1117 430 457 460.0 470.0 c171
o1118 119 124 140.0 154.0 c23
o1119 579 597 608.0 622.0 c179
o112 473 501 510.0 517.0 c192
o1120 117 119 128.0 133.0 c24
o1121 399 404 406.0 420.0 c187
o1122 560 575 575.0 583.0 c299
o1123 190 231 234.0 244.0 c54
o1125 648 655 669.0 683.0 c279
o1126 405 418 419.0 429.0 c125
o1127 125 145 150.0 158.0 c88
o1129 517 548 554.0 568.0 c176
o113 372 374 381.0 390.0 c118
o1130 48 73 73.0 87.0 c48
o1131 629 646 654.0 662.0 c261
o1132 601 622 628.0 635.0 c267
o1133 83 113 118.0 131.0 c50
o1134 130 142 152.0 167.0 c65
o1135 174 200 215.0 225.0 c107
o1138 407 438 438 444.0 c149
o1139 477 524 530.0 542.0 c273
o114 211 232 283.0 295.0 c89
o1140 474 515 515.0 522.0 c228
o1141 511 526 536.0 541.0 c271
o1142 452 470 470 477.0 c135
o1143 675 697 707.0 718.0 c299
o1144 579 589 597.0 606.0 c279
o1145 408 451 454.0 460.0 c216
o1146 560 562 577.0 586.0 c228
o1147 128 146 152.0 167.0 c19
o1148 590 621 627.0 636.0 c277
o1149 393 425 426.0 444.0 c174
o115 185 305 314.0 326.0 c138
o1150 230 247 250.0 256.0 c124
o1151 13 25 25.0 40.0 c18
o1152 495 513 520.0 529.0 c203
o1153 300 318 332.0 348.0 c125
o1154 272 287 309.0 315.0 c147
o1155 637 650 654.0 676.0 c197
o1156 563 579 579.0 587.0 c213
o1157 656 661 675.0 686.0 c289
o1158 540 566 568.0 579.0 c239
o1159 488 506 516.0 530.0 c179
o116 511 513 529.0 536.0 c299
o1160 555 586 586.0 596.0 c221
o1161 284 291 301.0 316.0 c125
o1162 579 595 598.0 612.0 c275
o1163 595 617 625.0 635.0 c243
o1164 157 158 174.0 180.0 c65
o1165 238 251 283.0 292.0 c125
o1166 87 108 117.0 123.0 c48
o1167 40 58 105.0 115.0 c5
o1168 208 280 287.0 297.0 c87
o1169 361 386 387.0 398.0 c163
o1170 512 543 551.0 566.0 c169
o1171 176 213 220.0 240.0 c6
o1172 235 278 284.0 289.0 c72
o1173 155 166 173.0 184.0 c31
o1174 718 719 730.0 736.0 c306
o1175 556 587 598.0 604.0 c204
o1176 580 597 604.0 610.0 c259
o1177 355 391 392.0 400.0 c123
o1178 195 215 219.0 230.0 c34
o1179 146 166 173.0 178.0 c11
o118 184 224 229.0 244.0 c75
o1180 70 80 83.0 90.0 c46
o1181 610 635 641.0 646.0 c246
o1182 579 595 597.0 605.0 c300
o1183 534 539 550.0 556.0 c210
o1184 387 432 432 445.0 c214
o1185 577 589 594.0 607.0 c297
o1186 595 626 638.0 646.0 c206
o1187 254 282 295.0 303.0 c119
o1188 253 274 278.0 293.0 c124
o119 122 159 167.0 172.0 c41
o1190 320 338 338.0 346.0 c106
o1191 628 653 660.0 665.0 c212
o1192 335 351 355.0 371.0 c138
o1193 87 125 141.0 150.0 c95
o1194 78 106 120.0 129.0 c77
o1195 138 141 152.0 165.0 c47
o1196 165 202 216.0 226.0 c58
o1197 109 136 148.0 167.0 c61
o1198 646 668 673.0 689.0 c267
o1199 145 165 170.0 184.0 c22
o12 95 125 125.0 132.0 c94
o120 573 621 630.0 636.0 c282
o1200 376 419 420.0 430.0 c188
o1201 182 198 207.0 212.0 c68
o1202 489 507 510.0 524.0 c184
o1204 503 528 528.0 535.0 c188
o1205 84 115 121.0 138.0 c59
o1206 584 606 610.0 623.0 c222
o1207 143 173 175.0 182.0 c91
o1208 591 622 625.0 632.0 c286
o1209 569 572 585.0 596.0 c286
o121 161 176 182.0 197.0 c95
o1210 153 209 214.0 221.0 c109
o1211 71 144 155.0 165.0 c52
o1212 93 139 144.0 150.0 c82
o1213 144 155 161.0 175.0 c59
o1214 236 281 301.0 311.0 c155
o1215 133 151 158.0 171.0 c63
o1216 489 516 522.0 530.0 c237
o1217 75 101 107.0 119.0 c61
o1218 127 158 166.0 199.0 c37
o1219 103 140 148.0 166.0 c5
o122 646 649 668.0 681.0 c278
o1220 154 179 186.0 192.0 c29
o1221 168 279 285.0 293.0 c129
o1222 577 594 599.0 606.0 c289
o1223 474 504 515.0 528.0 c258
o1224 378 398 402.0 417.0 c131
o1225 313 329 334.0 344.0 c143
o1227 419 445 445 458.0 c172
o1228 659 679 698.0 706.0 c302
o1229 179 191 207.0 226.0 c72
o123 127 147 155.0 169.0 c40
o1230 491 508 519.0 532.0 c253
o1231 580 593 603.0 615.0 c243
o1232 517 563 566.0 572.0 c229
o1233 567 623 627.0 650.0 c259
o1234 155 205 209.0 218.0 c51
o1235 391 416 417.0 440.0 c152
o1236 383 420 424.0 431.0 c149
o1237 517 540 542.0 550.0 c267
o1238 677 703 708.0 720.0 c292
o1239 324 346 350.0 373.0 c143
o124 702 710 712.0 725.0 c320
o1241 483 498 504.0 512.0 c203
o1242 249 255 263.0 282.0 c148
o1243 466 506 516.0 530.0 c166
o1244 715 752 752.0 767.0 c324
o1245 181 206 217.0 227.0 c65
o1247 230 252 262.0 276.0 c96
o1248 722 759 759 765.0 c202
o1249 106 148 154.0 172.0 c17
o125 73 104 111.0 118.0 c25
o1250 307 318 330.0 342.0 c107
o1251 665 685 691.0 699.0 c292
o1252 234 249 250.0 265.0 c120
o1253 627 645 654.0 667.0 c242
o1254 68 105 110.0 127.0 c79
o1255 169 214 224.0 243.0 c87
o1257 103 170 172.0 180.0 c50
o1258 678 699 701.0 711.0 c285
o1259 501 507 519.0 540.0 c197
o126 739 776 777.0 796.0 c305
o1260 274 291 305.0 313.0 c145
o1261 451 476 482.0 489.0 c270
o1262 188 216 224.0 231.0 c60
o1263 404 419 420.0 430.0 c100
o1264 206 223 230.0 243.0 c47
o1265 173 193 225.0 248.0 c92
o1266 578 600 607.0 623.0 c267
o1267 627 633 662.0 671.0 c291
o1268 581 588 593.0 599.0 c197
o1269 432 457 464.0 470.0 c194
o127 154 181 189.0 196.0 c107
o1270 499 536 544.0 549.0 c216
o1271 314 354 355.0 361.0 c88
o1272 495 525 533.0 553.0 c295
o1273 331 352 361.0 375.0 c104
o1274 226 276 291.0 308.0 c112
o1275 513 519 532.0 543.0 c286
o1276 652 667 670.0 675.0 c202
o1278 670 701 719.0 733.0 c296
o1279 519 531 540.0 549.0 c185
o128 125 136 143.0 165.0 c25
o1280 467 488 494.0 501.0 c213
o1281 514 524 524.0 530.0 c248
o1282 651 654 673.0 687.0 c298
o1284 148 166 172.0 179.0 c49
o1285 566 592 592.0 602.0 c208
o1286 568 594 600.0 611.0 c230
o1287 622 660 678.0 690.0 c265
o1288 137 168 181.0 188.0 c92
o129 520 546 546.0 554.0 c219
o1290 251 269 295.0 310.0 c107
o1291 169 201 213.0 225.0 c104
o1292 477 518 518.0 527.0 c169
o1293 761 798 798 806.0 c310
o1294 624 655 659.0 665.0 c234
o1296 160 177 183.0 209.0 c11
o1297 620 650 659.0 667.0 c222
o1298 13 28 34.0 51.0 c4
o1299 181 194 208.0 221.0 c33
o130 316 344 350.0 368.0 c97
o1300 125 153 159.0 176.0 c95
o1301 394 414 414.0 423.0 c146
o1302 544 581 588.0 601.0 c299
o1303 649 672 683.0 693.0 c291
o1304 120 140 146.0 153.0 c7
o1305 432 458 458 471.0 c268
o1307 443 468 477.0 487.0 c235
o1308 669 680 682.0 688.0 c311
o1309 156 194 207.0 226.0 c81
o131 224 226 259.0 275.0 c97
o1310 607 652 662.0 679.0 c259
o1311 513 531 535.0 545.0 c260
o1312 390 503 523.0 540.0 c217
o1313 98 116 130.0 138.0 c46
o1314 117 135 146.0 159.0 c1
o1315 505 517 521.0 547.0 c213
o1316 397 423 427.0 433.0 c121
o1317 363 384 387.0 394.0 c114
o1318 575 595 605.0 611.0 c194
o1319 97 128 140.0 149.0 c8
o132 177 234 236.0 248.0 c80
o1320 438 464 470.0 490.0 c177
o1321 113 191 210.0 226.0 c23
o1322 422 500 515.0 527.0 c221
o1323 150 155 177.0 187.0 c20
o1325 426 444 444.0 460.0 c254
o1326 496 552 557.0 565.0 c250
o1327 278 288 301.0 314.0 c127
o1328 78 243 246.0 266.0 c126
o133 230 255 274.0 282.0 c92
o1330 132 148 155.0 162.0 c87
o1331 631 657 669.0 683.0 c287
o1332 398 406 409.0 429.0 c177
o1333 209 256 270.0 285.0 c82
o1334 367 388 391.0 399.0 c126
o1335 396 427 434.0 453.0 c252
o1336 455 456 476.0 485.0 c197
o1337 290 296 309.0 319.0 c87
o1338 101 107 118.0 126.0 c15
o1339 243 250 288.0 293.0 c130
o134 538 541 555.0 560.0 c185
o1340 581 589 597.0 604.0 c236
o1341 622 635 644.0 649.0 c234
o1342 93 129 145.0 150.0 c97
o1343 534 585 585 593.0 c298
o1344 120 172 189.0 201.0 c77
o1345 428 443 451.0 460.0 c210
o1346 283 315 318.0 329.0 c146
o1347 546 548 563.0 568.0 c167
o1348 229 271 281.0 293.0 c106
o1349 90 143 147.0 164.0 c72
o1350 134 156 169.0 179.0 c64
o1351 442 465 466.0 490.0 c167
o1352 121 137 144.0 166.0 c91
o1353 526 534 550.0 561.0 c288
o1354 518 556 563.0 570.0 c297
o1355 704 722 730.0 744.0 c202
o1356 415 432 432.0 446.0 c216
o1358 161 193 208.0 218.0 c17
o1359 630 638 653.0 661.0 c239
o136 21 46 56.0 75.0 c21
o1360 104 141 149.0 181.0 c48
o1361 728 735 741.0 763.0 c291
o1362 488 505 506.0 527.0 c250
o1363 525 543 553.0 560.0 c286
o1364 513 538 551.0 562.0 c249
o1365 513 541 556.0 569.0 c257
o1366 269 320 323.0 330.0 c91
o1367 569 582 587.0 596.0 c277
o1368 495 512 518.0 526.0 c220
o1369 107 144 154.0 173.0 c90
o137 150 188 192.0 207.0 c7
o1370 494 499 514.0 526.0 c178
o1371 550 571 572.0 584.0 c171
o1372 221 261 269.0 283.0 c52
o1373 553 589 599.0 610.0 c274
o1374 167 205 209.0 217.0 c52
o1375 507 548 550.0 560.0 c298
o1376 117 137 142.0 157.0 c64
o1377 551 581 588.0 601.0 c294
o1378 525 551 561.0 568.0 c299
o1379 606 643 658.0 679.0 c251
o138 569 580 580 597.0 c296
o1380 684 696 709.0 725.0 c306
o1381 84 96 97.0 108.0 c50
o1382 192 229 232.0 242.0 c65
o1383 343 361 369.0 374.0 c134
o1384 556 584 584.0 601.0 c168
o1385 351 372 373.0 381.0 c139
o1386 59 66 67.0 77.0 c31
o1387 658 671 697.0 703.0 c320
o1388 64 70 76.0 82.0 c72
o1389 650 687 695.0 706.0 c275
o139 356 357 375.0 393.0 c145
o1390 426 499 515.0 528.0 c207
o1391 522 547 553.0 559.0 c201
o1392 183 199 207.0 218.0 c70
o1394 311 336 342.0 356.0 c123
o1395 458 461 478.0 489.0 c179
o1396 471 481 489.0 514.0 c279
o1397 104 110 121.0 135.0 c22
o1398 344 362 363.0 369.0 c123
o1399 51 89 89 98.0 c57
o14 685 707 720.0 726.0 c282
o140 146 171 173.0 181.0 c47
o1400 576 587 593.0 604.0 c268
o1402 152 160 169.0 179.0 c8
o1403 421 426 435.0 450.0 c228
o1404 364 389 389 404.0 c141
o1405 16 28 28.0 41.0 c14
o1406 288 320 323.0 332.0 c137
o1407 410 416 427.0 436.0 c171
o1408 692 754 756.0 770.0 c316
o1409 368 395 395.0 411.0 c152
o141 24 34 48.0 54.0 c8
o1410 529 547 557.0 564.0 c226
o1413 510 560 563.0 570.0 c228
o1414 16 42 60.0 81.0 c13
o1415 387 405 405.0 412.0 c99
o1416 190 197 210.0 223.0 c47
o1417 159 199 202.0 218.0 c49
o1418 165 328 335.0 343.0 c153
o1419 562 605 610.0 624.0 c282
o1420 120 132 139.0 145.0 c94
o1421 648 685 696.0 711.0 c293
o1422 73 119 140.0 147.0 c17
o1423 237 265 268.0 278.0 c87
o1424 110 127 137.0 150.0 c3
o1425 568 576 583.0 603.0 c270
o1426 508 533 536.0 548.0 c179
o1427 445 468 479.0 487.0 c213
o1428 358 373 376.0 385.0 c152
o1429 541 572 575.0 582.0 c277
o143 457 467 478.0 488.0 c229
o1430 82 122 145.0 154.0 c96
o1431 377 395 395 404.0 c143
o1432 595 620 631.0 639.0 c220
o1433 754 779 780.0 790.0 c319
o1434 316 319 334.0 344.0 c94
o1435 524 550 550 555.0 c259
o1436 155 181 190.0 206.0 c50
o1437 562 565 574.0 599.0 c209
o1438 580 597 608.0 616.0 c225
o1439 292 305 311.0 320.0 c136
o144 92 129 134.0 148.0 c21
o1440 197 328 338.0 356.0 c159
o1441 210 250 252.0 263.0 c155
o1442 469 502 505.0 512.0 c252
o1443 450 467 470.0 484.0 c263
o1444 178 193 203.0 212.0 c76
o1445 111 113 127.0 144.0 c49
o1446 468 505 511.0 535.0 c289
o1447 133 189 189.0 211.0 c34
o1448 507 575 577.0 585.0 c301
o1449 500 525 525.0 539.0 c225
o145 196 288 298.0 308.0 c92
o1450 622 634 639.0 649.0 c275
o1452 610 613 631.0 641.0 c193
o1453 299 319 327.0 348.0 c121
o1454 213 231 291.0 311.0 c109
o1455 656 668 682.0 695.0 c317
o1456 482 484 503.0 517.0 c231
o1457 474 537 557.0 576.0 c276
o1458 556 574 574.0 579.0 c170
o1459 502 534 547.0 570.0 c236
o146 573 598 598.0 608.0 c188
o1460 687 699 705.0 712.0 c314
o1461 453 454 464.0 470.0 c182
o1462 136 157 162.0 172.0 c16
o1463 738 768 768 780.0 c301
o1464 601 617 651.0 660.0 c256
o1465 495 530 533.0 540.0 c182
o1466 577 612 624.0 637.0 c194
o1467 112 129 133.0 138.0 c93
o1468 38 49 64.0 76.0 c15
o1469 76 119 130.0 150.0 c68
o147 438 463 464.0 485.0 c205
o1471 196 227 234.0 245.0 c24
o1472 671 691 698.0 705.0 c283
o1473 456 491 498.0 503.0 c208
o1474 189 250 250.0 258.0 c91
o1475 124 142 149.0 159.0 c86
o1476 86 134 139.0 162.0 c94
o1477 579 635 638.0 648.0 c244
o1478 507 529 535.0 556.0 c291
o1479 211 268 283.0 297.0 c146
o148 522 532 539.0 545.0 c228
o1480 489 500 502.0 528.0 c173
o1481 69 109 111.0 117.0 c9
o1482 674 690 698.0 707.0 c282
o1483 287 318 321.0 331.0 c105
o1484 105 141 149.0 164.0 c48
o1485 489 495 502.0 513.0 c275
o1486 272 313 320.0 325.0 c134
o1487 502 514 514.0 528.0 c181
o1488 356 361 368.0 381.0 c172
o1489 96 134 141.0 167.0 c4
o149 287 319 322.0 340.0 c82
o1490 181 199 206.0 219.0 c95
o1491 72 109 128.0 139.0 c70
o1492 482 492 509.0 519.0 c234
o1493 288 323 327.0 332.0 c140
o1494 536 553 557.0 569.0 c177
o1495 351 381 387.0 399.0 c138
o1496 521 541 555.0 570.0 c273
o1497 353 369 372.0 391.0 c131
o1498 95 103 120.0 128.0 c3
o1499 556 557 571.0 586.0 c234
o15 476 494 499.0 528.0 c177
o150 45 48 84.0 108.0 c7
o1501 350 386 386.0 397.0 c165
o1502 74 92 97.0 103.0 c46
o1503 412 435 438.0 445.0 c126
o1504 268 311 318.0 325.0 c141
o1505 264 284 289.0 296.0 c102
o1506 725 755 755 767.0 c277
o1507 387 428 428 435.0 c109
o1508 207 285 290.0 299.0 c159
o1509 143 151 155.0 170.0 c58
o151 525 556 563.0 569.0 c262
o1510 476 507 519.0 531.0 c270
o1511 117 123 135.0 141.0 c52
o1512 484 491 503.0 514.0 c224
o1513 520 541 549.0 562.0 c253
o1514 128 140 147.0 160.0 c10
o1515 243 270 283.0 290.0 c145
o1516 585 596 601.0 610.0 c250
o1517 616 642 654.0 668.0 c254
o1518 137 142 150.0 176.0 c79
o152 274 356 361.0 366.0 c144
o1520 374 395 395 401.0 c112
o1521 411 433 433.0 451.0 c234
o1522 213 348 355.0 375.0 c140
o1523 66 84 95.0 130.0 c35
o1525 594 634 643.0 663.0 c215
o1526 150 176 187.0 195.0 c64
o1527 543 551 566.0 573.0 c254
o1528 526 548 554.0 560.0 c239
o153 169 204 208.0 225.0 c62
o1530 507 540 560.0 569.0 c202
o1531 284 310 310.0 317.0 c91
o1532 622 650 678.0 689.0 c264
o1533 255 302 310.0 317.0 c164
o1535 649 680 690.0 703.0 c277
o1536 79 106 118.0 124.0 c11
o1537 647 670 675.0 682.0 c304
o1538 359 372 373.0 381.0 c150
o1539 170 176 187.0 194.0 c33
o154 510 522 536.0 546.0 c247
o1540 117 118 134.0 146.0 c9
o1541 493 499 509.0 523.0 c251
o1542 504 530 535.0 552.0 c168
o1543 566 597 601.0 613.0 c177
o1544 491 529 538.0 543.0 c209
o1545 67 83 86.0 100.0 c23
o1546 573 590 593.0 599.0 c202
o1547 204 230 232.0 238.0 c81
o1549 451 461 466.0 472.0 c185
o155 575 606 617.0 629.0 c226
o1550 19 49 66.0 83.0 c19
o1551 103 114 121.0 140.0 c55
o1552 333 351 366.0 374.0 c148
o1553 200 226 235.0 243.0 c104
o1554 747 765 765.0 775.0 c321
o1555 392 398 406.0 417.0 c163
o1557 152 159 169.0 175.0 c93
o1558 499 517 523.0 533.0 c281
o1559 255 287 290.0 302.0 c154
o156 638 650 658.0 669.0 c224
o1560 546 581 591.0 604.0 c185
o1561 197 215 220.0 246.0 c76
o1562 691 696 707.0 721.0 c204
o1563 531 548 554.0 565.0 c251
o1564 96 102 114.0 119.0 c63
o1565 278 290 301.0 318.0 c118
o1566 63 93 101.0 114.0 c21
o1567 423 434 436.0 442.0 c201
o1568 128 139 143.0 162.0 c92
o1569 645 670 672.0 677.0 c314
o157 163 170 183.0 190.0 c71
o1570 106 114 125.0 133.0 c27
o1572 308 313 324.0 335.0 c118
o1573 183 189 197.0 209.0 c29
o1574 377 387 387.0 395.0 c174
o1575 217 240 247.0 263.0 c94
o1576 297 308 344.0 357.0 c89
o1578 447 453 458.0 465.0 c267
o1579 472 479 488.0 496.0 c201
o158 504 522 529.0 537.0 c267
o1580 328 376 383.0 396.0 c133
o1581 336 343 356.0 376.0 c101
o1582 72 97 100.0 111.0 c4
o1583 244 272 285.0 291.0 c91
o1584 498 518 521.0 529.0 c243
o1585 162 174 184.0 193.0 c78
o1586 97 127 147.0 155.0 c67
o1587 646 683 695.0 722.0 c287
o1589 581 602 606.0 618.0 c294
o159 180 210 228.0 241.0 c86
o1590 100 117 129.0 134.0 c2
o1591 598 604 613.0 622.0 c251
o1592 285 307 351.0 367.0 c132
o1593 435 450 450 459.0 c235
o1594 176 189 199.0 209.0 c66
o1595 355 396 397.0 405.0 c176
o1596 445 488 492.0 499.0 c230
o1597 71 102 102 109.0 c40
o1598 515 548 555.0 568.0 c242
o1599 622 640 653.0 661.0 c225
o16 515 537 547.0 564.0 c195
o160 535 560 560.0 568.0 c197
o1601 95 126 130.0 135.0 c92
o1602 632 648 676.0 692.0 c294
o1603 574 599 603.0 610.0 c214
o1604 124 154 159.0 166.0 c95
o1605 619 685 692.0 700.0 c279
o1606 631 651 660.0 668.0 c286
o1607 355 413 413 423.0 c143
o1608 466 498 508.0 514.0 c276
o1609 228 240 252.0 264.0 c73
o161 333 354 362.0 369.0 c152
o1610 316 338 343.0 360.0 c131
o1611 511 542 556.0 566.0 c209
o1612 630 651 657.0 670.0 c230
o1613 478 483 492.0 506.0 c220
o1614 487 509 512.0 523.0 c188
o1615 187 204 210.0 229.0 c35
o1616 159 169 173.0 185.0 c62
o1617 554 600 605.0 613.0 c247
o1618 240 256 263.0 273.0 c103
o162 625 650 651.0 662.0 c246
o1620 424 437 442.0 454.0 c208
o1621 574 590 595.0 604.0 c213
o1622 108 145 152.0 161.0 c45
o1623 216 251 288.0 296.0 c137
o1624 153 173 184.0 193.0 c63
o1625 126 141 148.0 184.0 c89
o1626 595 618 622.0 634.0 c212
o1627 512 522 532.0 538.0 c288
o1628 329 365 367.0 388.0 c169
o1629 445 475 483.0 500.0 c251
o163 125 130 214.0 226.0 c54
o1630 496 518 523.0 541.0 c264
o1631 153 169 174.0 189.0 c32
o1632 134 151 161.0 190.0 c84
o1633 186 207 210.0 217.0 c60
o1634 243 276 286.0 291.0 c152
o1636 100 115 115 137.0 c82
o1637 346 369 374.0 384.0 c123
o1639 629 666 676.0 686.0 c242
o164 202 218 226.0 242.0 c49
o1640 432 469 472.0 484.0 c259
o1641 173 185 189.0 201.0 c104
o1642 270 298 301.0 318.0 c113
o1643 638 656 660.0 672.0 c232
o1644 227 232 238.0 246.0 c83
o1645 102 120 121.0 138.0 c10
o1646 162 195 197.0 204.0 c5
o1647 637 660 672.0 686.0 c282
o1648 89 144 147.0 192.0 c72
o1649 650 673 681.0 690.0 c290
o165 516 556 562.0 576.0 c270
o1651 474 536 549.0 561.0 c280
o1652 88 93 98.0 103.0 c77
o1653 621 643 655.0 676.0 c300
o1654 332 340 344.0 350.0 c158
o1655 394 414 417.0 428.0 c111
o1656 337 368 375.0 390.0 c29
o1657 498 519 523.0 529.0 c266
o1658 261 271 278.0 289.0 c133
o1659 338 363 369.0 381.0 c170
o166 501 532 537.0 546.0 c279
o1660 588 608 624.0 641.0 c239
o1661 324 331 338.0 343.0 c146
o1662 374 386 387.0 393.0 c99
o1663 179 189 194.0 216.0 c106
o1664 172 218 226.0 233.0 c52
o1665 438 463 472.0 488.0 c214
o1666 331 361 372.0 381.0 c174
o1667 52 74 74.0 82.0 c2
o1668 128 190 194.0 212.0 c89
o1669 256 298 301.0 310.0 c135
o167 637 680 690.0 721.0 c295
o1671 501 516 521.0 541.0 c170
o1672 436 468 480.0 494.0 c224
o1673 263 300 307.0 323.0 c97
o1674 562 584 585.0 600.0 c201
o1675 257 278 290.0 298.0 c105
o1676 111 114 183.0 207.0 c28
o1677 171 201 206.0 225.0 c103
o1678 357 373 375.0 382.0 c102
o1679 568 624 631.0 643.0 c242
o168 141 176 181.0 188.0 c27
o1680 536 558 560.0 565.0 c234
o1681 311 317 328.0 339.0 c150
o1682 74 86 89.0 101.0 c72
o1683 417 442 446.0 455.0 c194
o1684 410 421 429.0 444.0 c236
o1685 205 225 226.0 239.0 c95
o1686 302 314 317.0 325.0 c155
o1687 220 256 265.0 278.0 c72
o1688 704 724 727.0 734.0 c314
o169 450 470 474.0 490.0 c248
o1690 614 636 649.0 656.0 c198
o1692 327 342 348.0 362.0 c29
o1693 359 386 387.0 396.0 c102
o1694 603 605 619.0 628.0 c252
o1695 272 294 302.0 318.0 c110
o1696 330 356 362.0 371.0 c153
o1697 668 730 730 736.0 c324
o1698 354 357 368.0 380.0 c125
o1699 199 265 271.0 289.0 c94
o17 445 496 501.0 507.0 c269
o170 602 604 618.0 627.0 c250
o1700 418 449 449.0 459.0 c250
o1701 481 486 506.0 520.0 c273
o1702 304 325 331.0 342.0 c130
o1703 108 133 136.0 148.0 c36
o1704 479 479 502.0 507.0 c179
o1705 613 666 671.0 680.0 c204
o1706 126 142 162.0 176.0 c38
o1707 607 612 658.0 668.0 c240
o1708 533 545 547.0 565.0 c238
o1709 94 165 169.0 185.0 c94
o171 24 25 36.0 47.0 c22
o1710 569 600 605.0 623.0 c178
o1711 510 541 556.0 574.0 c300
