order placement_time ready_time pickup_time dropoff_time courier
o429 211 249 250.0 256.0 c13
o43 310 335 335 352.0 c27
o430 579 599 599 620.0 c48
o431 675 696 712.0 732.0 c89
o432 747 757 761.0 770.0 c89
o433 134 156 166.0 183.0 c6
o434 371 396 402.0 410.0 c36
o435 434 466 468.0 482.0 c44
o436 579 584 587.0 592.0 c74
o437 646 658 670.0 689.0 c74
o439 588 635 639.0 653.0 c71
o44 567 580 580 594.0 c76
o440 549 566 569.0 580.0 c47
o441 584 586 601.0 608.0 c67
o442 604 626 634.0 646.0 c63
o443 499 521 529.0 542.0 c76
o445 521 531 532.0 538.0 c40
o446 554 579 582.0 589.0 c77
o447 551 563 565.0 573.0 c67
o448 664 675 682.0 699.0 c71
o449 68 106 121.0 127.0 c14
o45 495 513 518.0 530.0 c62
o450 508 514 520.0 533.0 c70
o451 590 620 627.0 634.0 c61
o452 578 580 591.0 602.0 c65
o453 81 97 102.0 115.0 c11
o454 631 646 654.0 660.0 c64
o455 139 176 191.0 198.0 c16
o456 700 710 720.0 725.0 c82
o457 573 611 615.0 633.0 c77
o458 125 152 152 158.0 c10
o459 590 633 638.0 647.0 c81
o46 193 218 219.0 229.0 c17
o460 424 442 443.0 454.0 c31
o461 716 736 748.0 766.0 c94
o462 645 647 667.0 676.0 c66
o463 542 552 554.0 569.0 c69
o464 461 482 486.0 495.0 c47
o465 577 595 597.0 612.0 c45
o467 608 620 630.0 639.0 c57
o468 319 337 341.0 351.0 c21
o469 526 547 552.0 571.0 c44
o47 608 626 628.0 635.0 c44
o470 593 620 630.0 641.0 c41
o471 477 495 496.0 509.0 c38
o472 649 691 721.0 729.0 c90
o473 584 599 601.0 608.0 c47
o474 680 688 701.0 710.0 c85
o475 616 618 634.0 646.0 c73
o476 712 749 752.0 764.0 c90
o477 475 512 520.0 528.0 c39
o479 554 576 580.0 586.0 c39
o48 375 387 390.0 401.0 c26
o480 194 220 221.0 233.0 c19
o481 297 315 318.0 325.0 c30
o483 576 592 599.0 604.0 c66
o484 521 543 543.0 553.0 c68
o485 566 589 589 602.0 c70
o486 639 649 653.0 661.0 c44
o487 584 615 615.0 622.0 c74
o488 559 565 568.0 574.0 c77
o489 184 207 220.0 232.0 c6
o49 571 586 591.0 605.0 c51
o490 792 829 831.0 844.0 c89
o491 552 558 560.0 572.0 c62
o492 338 369 371.0 376.0 c28
o493 612 634 640.0 649.0 c77
o494 720 732 741.0 752.0 c93
o496 574 585 587.0 596.0 c62
o497 703 715 728.0 739.0 c81
o5 598 635 636.0 643.0 c83
o50 495 511 519.0 527.0 c53
o501 662 674 681.0 701.0 c73
o502 597 608 614.0 631.0 c72
o504 614 636 641.0 647.0 c44
o505 492 507 510.0 520.0 c47
o506 783 789 797.0 808.0 c90
o507 715 752 771.0 790.0 c93
o508 497 518 522.0 535.0 c72
o509 556 571 571.0 588.0 c48
o51 515 533 538.0 546.0 c39
o510 784 796 802.0 813.0 c93
o511 221 227 241.0 258.0 c10
o512 555 566 567.0 577.0 c68
o513 219 231 236.0 250.0 c17
o514 144 160 177.0 188.0 c15
o515 143 180 180.0 193.0 c7
o516 459 496 504.0 512.0 c39
o517 794 831 837.0 851.0 c94
o518 135 153 159.0 169.0 c7
o519 502 514 517.0 535.0 c66
o52 559 596 601.0 610.0 c57
o520 346 354 365.0 374.0 c25
o521 408 426 431.0 442.0 c35
o522 368 393 397.0 408.0 c21
o523 523 556 558.0 569.0 c40
o524 448 461 467.0 472.0 c38
o525 187 205 208.0 218.0 c11
o526 578 609 611.0 620.0 c62
o527 637 649 665.0 679.0 c81
o528 446 471 478.0 485.0 c38
o529 156 186 200.0 217.0 c13
o53 485 521 528.0 541.0 c47
o530 637 649 656.0 669.0 c77
o531 519 550 551.0 569.0 c37
o533 292 294 309.0 320.0 c29
o534 384 386 404.0 418.0 c32
o535 387 399 400.0 412.0 c27
o536 588 619 643.0 656.0 c58
o538 620 645 652.0 659.0 c74
o54 622 667 680.0 689.0 c86
o55 436 452 456.0 462.0 c35
o56 430 461 463.0 473.0 c48
o57 576 611 625.0 636.0 c56
o58 671 684 690.0 697.0 c65
o59 570 601 613.0 623.0 c40
o6 22 40 47.0 52.0 c2
o60 620 656 673.0 684.0 c82
o61 623 659 665.0 677.0 c62
o63 238 275 280.0 294.0 c26
o64 610 641 650.0 660.0 c68
o65 676 713 723.0 736.0 c85
o66 756 791 801.0 817.0 c91
o67 113 126 137.0 143.0 c9
o68 583 618 628.0 644.0 c55
o69 310 316 325.0 335.0 c28
o7 598 610 612.0 626.0 c51
o70 347 364 364 376.0 c23
o71 719 734 741.0 747.0 c80
o72 185 191 208.0 220.0 c9
o73 544 569 569.0 579.0 c52
o74 528 549 549.0 558.0 c53
o75 241 248 256.0 267.0 c7
o76 328 365 366.0 378.0 c21
o77 166 192 202.0 216.0 c7
o78 588 600 600.0 608.0 c44
o79 382 419 419 427.0 c29
o80 612 628 635.0 646.0 c53
o81 565 583 586.0 593.0 c56
o82 514 542 542 554.0 c77
o83 281 296 297.0 306.0 c19
o84 328 346 353.0 358.0 c29
o85 365 380 383.0 388.0 c28
o86 591 597 609.0 617.0 c39
o87 475 508 521.0 529.0 c45
o88 663 675 686.0 693.0 c78
o89 610 630 631.0 641.0 c70
o9 611 632 642.0 649.0 c78
o90 331 349 349 361.0 c24
o91 474 506 506 518.0 c54
o92 590 627 630.0 636.0 c40
o93 91 104 106.0 114.0 c6
o95 287 298 298.0 313.0 c25
o96 642 668 680.0 691.0 c76
o97 573 584 586.0 598.0 c40
o98 294 312 318.0 324.0 c24
o99 711 723 735.0 743.0 c92
