order placement_time ready_time pickup_time dropoff_time courier
o170 383 386 391.0 403.0 c31
o171 225 236 244.0 262.0 c9
o172 543 569 573.0 590.0 c62
o173 138 175 175.0 185.0 c7
o174 98 110 113.0 123.0 c3
o175 462 463 472.0 485.0 c56
o176 538 553 557.0 566.0 c41
o178 696 706 725.0 732.0 c106
o179 558 580 582.0 592.0 c56
o18 571 583 583.0 596.0 c89
o180 430 447 447.0 464.0 c37
o181 720 751 754.0 771.0 c111
o182 561 592 600.0 605.0 c50
o183 703 728 731.0 741.0 c109
o184 98 106 111.0 124.0 c16
o185 778 790 790.0 797.0 c107
o186 697 710 725.0 734.0 c111
o187 176 194 194 204.0 c4
o188 666 691 699.0 711.0 c109
o189 643 661 669.0 675.0 c71
o19 581 618 623.0 639.0 c75
o190 627 664 669.0 681.0 c93
o191 216 231 236.0 253.0 c24
o192 733 745 746.0 760.0 c95
o193 240 252 257.0 270.0 c27
o194 177 195 196.0 203.0 c17
o195 560 563 580.0 588.0 c87
o196 732 757 763.0 770.0 c113
o197 549 579 579 595.0 c68
o198 521 551 556.0 570.0 c73
o199 714 735 735.0 745.0 c96
o2 541 561 567.0 573.0 c42
o20 598 609 619.0 636.0 c57
o200 559 586 590.0 598.0 c65
o201 590 612 621.0 632.0 c48
o202 487 505 507.0 518.0 c57
o203 698 706 720.0 732.0 c105
o205 245 282 298.0 309.0 c35
o206 611 637 639.0 645.0 c78
o207 329 347 356.0 373.0 c29
o208 604 629 629.0 641.0 c85
o209 117 119 127.0 132.0 c24
o21 336 348 349.0 358.0 c30
o210 638 666 672.0 677.0 c82
o211 548 568 568.0 581.0 c83
o212 563 578 580.0 593.0 c90
o213 580 586 593.0 606.0 c72
o214 622 647 648.0 665.0 c83
o215 491 524 531.0 545.0 c82
o216 732 742 745.0 763.0 c100
o217 588 609 609.0 619.0 c53
o218 184 202 206.0 216.0 c7
o219 477 490 500.0 509.0 c46
o22 152 162 165.0 179.0 c3
o220 692 698 704.0 720.0 c102
o221 631 668 682.0 693.0 c103
o222 482 488 499.0 510.0 c65
o223 220 257 264.0 274.0 c4
o224 238 275 282.0 296.0 c37
o225 568 579 579.0 597.0 c52
o226 102 114 117.0 128.0 c18
o227 33 51 60.0 79.0 c1
o228 633 645 645 658.0 c67
o229 108 150 150 155.0 c21
o23 572 587 592.0 604.0 c91
o230 669 674 684.0 695.0 c72
o231 784 806 806.0 818.0 c107
o232 697 730 731.0 742.0 c112
o233 564 592 596.0 607.0 c49
o234 92 122 122.0 137.0 c20
o235 201 202 217.0 225.0 c6
o236 518 530 534.0 550.0 c47
o237 500 522 531.0 545.0 c43
o238 176 224 231.0 244.0 c20
o239 715 731 732.0 747.0 c93
o24 563 574 579.0 588.0 c42
o241 570 607 618.0 634.0 c72
o242 236 264 265.0 276.0 c16
o243 516 541 541.0 550.0 c46
o244 592 617 620.0 636.0 c82
o245 152 164 164 172.0 c6
o246 486 511 516.0 529.0 c81
o247 455 472 482.0 496.0 c45
o248 698 711 718.0 729.0 c108
o249 610 647 656.0 670.0 c73
o25 625 663 665.0 672.0 c96
o250 498 551 557.0 565.0 c64
o251 557 570 571.0 580.0 c45
o252 578 591 599.0 609.0 c74
o253 162 187 188.0 199.0 c16
o254 706 723 727.0 736.0 c103
o255 568 601 605.0 614.0 c52
o256 568 581 586.0 591.0 c49
o257 602 603 613.0 625.0 c49
o258 641 676 684.0 699.0 c82
o259 632 669 678.0 692.0 c90
o26 623 635 640.0 652.0 c100
o260 537 577 578.0 585.0 c92
o261 565 591 598.0 612.0 c78
o262 606 629 630.0 636.0 c90
o263 625 662 662 680.0 c95
o264 660 672 686.0 697.0 c85
o265 552 564 568.0 581.0 c65
o266 100 127 135.0 146.0 c4
o267 297 307 316.0 328.0 c32
o268 225 242 243.0 260.0 c13
o269 305 342 345.0 357.0 c37
o27 202 209 220.0 240.0 c19
o270 687 698 705.0 713.0 c97
o271 511 548 550.0 563.0 c67
o272 582 615 618.0 635.0 c62
o273 740 757 757 771.0 c110
o274 542 557 563.0 572.0 c90
o275 523 560 565.0 572.0 c72
o276 594 612 617.0 626.0 c42
o277 226 239 245.0 251.0 c27
o278 469 486 489.0 503.0 c42
o279 613 625 625 642.0 c58
o28 621 647 652.0 664.0 c82
o280 565 585 590.0 605.0 c57
o281 608 626 628.0 635.0 c67
o282 445 456 459.0 473.0 c48
o283 657 682 695.0 706.0 c99
o284 587 605 610.0 626.0 c59
o285 235 246 254.0 263.0 c20
o286 498 506 515.0 529.0 c53
o287 155 192 197.0 209.0 c21
o288 500 525 525 531.0 c46
o289 514 530 531.0 539.0 c57
o29 535 556 559.0 578.0 c49
o290 151 176 178.0 185.0 c17
o291 573 601 611.0 623.0 c70
o292 156 181 181 190.0 c23
o293 570 583 584.0 595.0 c63
o294 626 646 655.0 662.0 c75
o295 465 490 496.0 503.0 c56
o296 635 666 673.0 686.0 c98
o297 577 608 614.0 624.0 c46
o298 333 343 347.0 356.0 c33
o299 674 692 697.0 711.0 c110
o3 626 663 668.0 683.0 c91
o30 614 634 635.0 642.0 c74
o300 97 134 137.0 153.0 c18
o301 690 708 722.0 732.0 c94
o302 623 654 663.0 680.0 c100
o303 607 632 641.0 654.0 c76
o304 680 701 710.0 722.0 c95
o305 605 642 644.0 657.0 c72
o306 4 12 35.0 50.0 c1
o307 368 399 399 405.0 c34
o308 235 245 253.0 263.0 c26
o309 565 575 586.0 600.0 c85
o31 266 276 285.0 296.0 c31
o310 738 756 759.0 766.0 c108
o311 565 590 593.0 601.0 c70
o312 403 418 418 429.0 c29
o313 653 678 683.0 692.0 c102
o314 486 509 511.0 528.0 c56
o315 625 663 669.0 675.0 c72
o316 524 561 568.0 579.0 c57
o317 553 580 581.0 595.0 c46
o318 276 288 312.0 327.0 c29
o319 583 600 601.0 616.0 c56
o32 588 621 622.0 630.0 c78
o320 180 198 203.0 212.0 c6
o321 252 264 265.0 280.0 c24
o322 711 736 740.0 753.0 c107
o323 541 552 553.0 565.0 c82
o324 603 620 620.0 633.0 c61
o325 552 614 618.0 624.0 c90
o326 589 612 621.0 640.0 c47
o327 641 672 679.0 694.0 c73
o328 556 592 601.0 615.0 c73
o329 291 307 318.0 329.0 c35
o33 643 673 684.0 698.0 c92
o330 498 530 530.0 539.0 c64
o331 243 255 257.0 268.0 c17
o332 475 483 486.0 501.0 c61
o333 461 466 470.0 475.0 c61
o334 543 555 557.0 570.0 c92
o335 511 524 524.0 534.0 c73
o336 712 725 729.0 741.0 c101
o337 611 648 651.0 659.0 c74
o338 641 666 675.0 687.0 c94
o339 238 249 251.0 260.0 c7
o34 506 516 519.0 525.0 c63
o340 296 301 312.0 317.0 c36
o341 523 539 540.0 548.0 c49
o342 555 567 570.0 579.0 c53
o343 177 190 194.0 207.0 c3
o344 493 524 531.0 545.0 c75
o345 586 598 602.0 610.0 c68
o346 568 586 591.0 608.0 c71
o347 635 643 651.0 671.0 c85
o348 373 391 394.0 406.0 c33
o349 567 584 584 595.0 c59
o35 763 794 794 800.0 c108
o350 549 575 576.0 583.0 c55
o351 523 553 556.0 564.0 c71
o352 675 693 700.0 716.0 c104
o353 228 255 255 270.0 c14
o354 526 541 541.0 556.0 c52
o355 531 556 558.0 572.0 c47
o356 704 725 725.0 741.0 c104
o357 344 361 365.0 372.0 c36
o358 683 700 704.0 718.0 c112
o359 280 282 298.0 303.0 c28
o36 421 427 436.0 443.0 c39
o360 644 681 689.0 702.0 c69
o361 543 565 571.0 581.0 c84
o362 567 604 605.0 614.0 c84
o363 541 567 569.0 574.0 c59
o364 561 587 590.0 606.0 c55
o365 303 328 328 341.0 c28
o366 540 565 571.0 582.0 c70
o367 671 692 699.0 713.0 c98
o368 220 227 236.0 250.0 c6
o369 185 208 210.0 219.0 c17
o37 458 476 483.0 490.0 c52
o370 52 100 101.0 109.0 c22
o371 611 613 627.0 633.0 c43
o372 667 683 690.0 699.0 c75
o373 567 585 588.0 599.0 c81
o374 569 594 601.0 610.0 c62
o375 480 483 498.0 503.0 c52
o376 570 607 618.0 626.0 c72
o377 744 757 761.0 767.0 c106
o378 652 664 673.0 683.0 c84
o379 775 798 804.0 811.0 c112
o38 594 619 622.0 634.0 c87
o380 581 592 600.0 611.0 c87
o381 659 695 703.0 719.0 c103
o382 573 598 602.0 613.0 c90
o383 585 612 613.0 619.0 c50
o384 504 521 531.0 539.0 c74
o385 558 574 579.0 597.0 c75
o386 614 651 663.0 668.0 c98
o387 704 721 733.0 743.0 c102
o388 662 663 679.0 696.0 c101
o389 166 202 208.0 215.0 c11
o39 603 618 618 626.0 c68
o390 49 97 101.0 113.0 c24
o391 458 474 480.0 492.0 c47
o392 621 636 636.0 650.0 c71
o393 197 224 225.0 238.0 c11
o394 609 646 656.0 665.0 c90
o395 371 402 402 416.0 c39
o396 558 599 600.0 612.0 c82
o397 553 554 566.0 579.0 c91
o398 544 569 578.0 594.0 c82
o399 571 603 607.0 616.0 c75
o4 566 586 595.0 607.0 c83
o40 137 149 149 168.0 c17
o400 151 187 198.0 213.0 c22
o401 482 497 503.0 516.0 c64
o402 290 302 303.0 312.0 c31
o403 459 471 480.0 494.0 c39
o404 631 664 669.0 682.0 c75
o405 454 491 503.0 511.0 c55
o406 492 517 520.0 533.0 c90
o407 634 661 673.0 684.0 c68
o408 555 596 597.0 606.0 c64
o409 564 601 603.0 609.0 c63
o41 620 642 647.0 654.0 c94
o410 680 695 699.0 713.0 c108
o411 538 563 564.0 571.0 c74
o412 197 213 218.0 224.0 c21
o413 338 363 363.0 371.0 c34
o414 618 643 644.0 661.0 c84
o415 516 534 534 548.0 c61
o416 428 444 444.0 451.0 c30
o417 191 216 229.0 249.0 c5
o418 112 147 147 154.0 c22
o419 96 108 111.0 116.0 c20
o42 146 166 172.0 191.0 c21
o420 541 559 559.0 577.0 c56
o421 616 643 643 648.0 c90
o422 634 671 688.0 694.0 c104
o423 170 182 183.0 196.0 c6
o424 558 574 579.0 584.0 c75
o425 514 520 527.0 545.0 c68
o426 124 161 163.0 172.0 c23
o427 584 601 610.0 621.0 c43
o428 573 601 610.0 623.0 c85
o429 760 785 785.0 796.0 c109
o43 137 145 155.0 162.0 c16
o430 73 111 112.0 122.0 c12
o431 601 626 630.0 637.0 c70
o432 512 537 539.0 546.0 c81
o433 712 718 728.0 734.0 c97
o434 621 639 639 653.0 c96
o435 503 525 530.0 540.0 c67
o436 369 377 378.0 396.0 c30
o437 530 542 546.0 560.0 c57
o438 553 555 564.0 571.0 c52
o439 521 553 553.0 561.0 c65
o44 564 589 594.0 604.0 c45
o440 499 507 507 524.0 c59
o441 220 272 277.0 290.0 c28
o442 137 154 154 166.0 c7
o443 663 676 684.0 694.0 c97
o444 576 582 598.0 608.0 c42
o445 646 664 667.0 678.0 c97
o446 196 233 233.0 243.0 c23
o447 292 293 304.0 314.0 c37
o448 268 278 295.0 304.0 c32
o449 222 239 242.0 248.0 c14
o45 446 452 460.0 466.0 c65
o450 586 608 608.0 622.0 c67
o451 741 778 778.0 785.0 c108
o452 569 584 588.0 602.0 c67
o453 709 715 721.0 728.0 c96
o454 739 757 760.0 770.0 c105
o455 104 122 128.0 134.0 c7
o456 770 807 807.0 815.0 c105
o457 600 625 628.0 645.0 c73
o458 536 547 548.0 558.0 c74
o459 335 360 360 366.0 c31
o46 306 334 334 343.0 c36
o460 497 528 531.0 547.0 c63
o461 409 432 432.0 449.0 c36
o462 670 707 719.0 725.0 c107
o463 420 436 442.0 459.0 c29
o464 458 504 505.0 517.0 c47
o465 550 575 576.0 585.0 c71
o466 229 230 236.0 241.0 c17
o467 124 139 139 152.0 c5
o468 105 130 130 138.0 c21
o469 190 192 205.0 217.0 c20
o47 562 567 579.0 589.0 c73
o470 580 591 601.0 615.0 c54
o471 742 779 779 785.0 c106
o472 725 736 741.0 756.0 c103
o473 220 226 233.0 240.0 c21
o474 619 656 666.0 676.0 c67
o475 496 512 520.0 531.0 c52
o476 704 710 720.0 727.0 c110
o477 564 574 579.0 591.0 c64
o478 338 344 347.0 361.0 c28
o479 407 415 419.0 429.0 c31
o48 659 677 686.0 704.0 c67
o480 436 454 457.0 470.0 c52
o481 750 787 789.0 797.0 c105
o482 578 615 615.0 628.0 c64
o483 603 609 614.0 620.0 c71
o484 776 788 788 796.0 c110
o485 669 692 693.0 709.0 c94
o486 270 297 298.0 306.0 c33
o487 181 204 205.0 218.0 c18
o488 349 367 371.0 383.0 c28
o489 484 531 533.0 543.0 c65
o49 199 237 243.0 255.0 c22
o490 551 557 568.0 578.0 c67
o491 690 705 711.0 718.0 c93
o492 633 670 677.0 690.0 c83
o493 453 490 494.0 508.0 c43
o494 171 183 190.0 201.0 c24
o495 437 455 455.0 467.0 c39
o496 663 675 683.0 691.0 c78
o497 199 211 221.0 236.0 c13
o498 330 342 344.0 353.0 c32
o499 302 324 325.0 337.0 c37
o5 574 584 590.0 596.0 c84
o50 494 504 506.0 516.0 c45
o500 231 237 247.0 255.0 c19
o501 497 527 534.0 547.0 c91
o502 289 334 339.0 354.0 c34
o503 576 591 596.0 610.0 c47
o504 623 655 661.0 678.0 c76
o505 597 605 617.0 629.0 c74
o51 493 505 505 513.0 c39
o52 563 588 591.0 599.0 c53
o53 255 262 269.0 283.0 c9
o54 740 752 756.0 768.0 c112
o55 102 120 120 128.0 c6
o56 421 446 446.0 457.0 c34
o57 537 563 571.0 578.0 c89
o58 640 652 656.0 664.0 c101
o59 645 677 685.0 694.0 c76
o6 131 147 151.0 156.0 c4
o60 539 557 557.0 568.0 c75
o61 542 559 559 574.0 c63
o62 595 608 615.0 624.0 c55
o63 486 507 510.0 523.0 c62
o64 547 578 579.0 587.0 c74
o65 555 581 586.0 595.0 c43
o66 198 204 210.0 225.0 c24
o67 619 636 637.0 655.0 c92
o68 631 643 644.0 661.0 c70
o69 680 705 706.0 715.0 c100
o7 588 600 603.0 623.0 c89
o70 188 225 225.0 238.0 c7
o71 227 263 265.0 280.0 c21
o72 584 602 604.0 621.0 c81
o73 480 483 502.0 507.0 c63
o74 506 549 549 565.0 c58
o75 210 221 238.0 253.0 c4
o76 93 130 136.0 148.0 c23
o77 652 685 690.0 701.0 c100
o78 181 218 226.0 236.0 c22
o79 197 214 224.0 236.0 c14
o8 612 624 625.0 634.0 c84
o80 610 647 654.0 661.0 c91
o81 776 788 788 800.0 c113
o82 646 659 663.0 669.0 c94
o83 520 540 540.0 549.0 c56
o84 549 555 559.0 575.0 c46
o85 493 505 512.0 526.0 c61
o86 383 391 399.0 418.0 c36
o87 296 308 308.0 320.0 c28
o88 269 287 309.0 319.0 c30
o89 24 30 42.0 50.0 c2
o9 680 705 706.0 719.0 c113
o90 614 626 630.0 643.0 c63
o91 616 629 632.0 643.0 c68
o92 774 794 794 804.0 c106
o93 168 174 177.0 196.0 c18
o94 261 263 289.0 294.0 c27
o95 584 604 610.0 618.0 c45
o96 541 566 575.0 588.0 c58
o97 644 669 674.0 693.0 c70
o98 503 536 538.0 559.0 c42
o99 756 778 780.0 795.0 c112
