order placement_time ready_time pickup_time dropoff_time courier
o160 605 625 631.0 641.0 c64
o161 544 559 561.0 566.0 c77
o162 631 641 650.0 657.0 c64
o163 637 653 666.0 680.0 c44
o164 515 529 529.0 542.0 c78
o165 426 446 449.0 458.0 c24
o166 337 350 353.0 359.0 c27
o167 543 553 553 559.0 c38
o168 587 595 601.0 611.0 c53
o169 546 558 560.0 570.0 c66
o17 520 535 535 551.0 c37
o170 655 678 686.0 697.0 c62
o171 668 678 690.0 706.0 c82
o172 546 564 564 574.0 c67
o173 518 538 542.0 559.0 c72
o174 579 592 594.0 614.0 c40
o175 126 132 135.0 145.0 c16
o176 509 539 540.0 548.0 c66
o177 236 243 251.0 267.0 c13
o178 746 762 775.0 784.0 c90
o179 266 292 298.0 307.0 c24
o18 507 512 521.0 526.0 c65
o180 225 244 244.0 251.0 c15
o181 587 608 616.0 628.0 c57
o182 602 612 618.0 628.0 c43
o184 579 591 598.0 615.0 c73
o185 779 794 798.0 806.0 c88
o186 663 688 700.0 708.0 c84
o187 212 242 242.0 249.0 c7
o188 248 274 284.0 294.0 c29
o189 587 595 596.0 609.0 c69
o19 718 727 734.0 746.0 c83
o190 460 475 475.0 492.0 c35
o192 164 194 203.0 212.0 c10
o193 103 122 125.0 136.0 c7
o194 582 607 611.0 619.0 c65
o195 565 580 580 590.0 c73
o196 106 131 146.0 163.0 c8
o197 459 462 471.0 478.0 c47
o198 581 583 594.0 603.0 c56
o199 349 366 373.0 380.0 c27
o2 621 636 643.0 650.0 c87
o20 624 654 659.0 671.0 c87
o200 755 784 784 795.0 c94
o201 170 187 197.0 204.0 c12
o204 477 492 501.0 508.0 c57
o205 683 712 722.0 739.0 c85
o206 691 711 728.0 734.0 c93
o207 583 591 596.0 606.0 c61
o208 593 613 619.0 629.0 c66
o209 501 516 523.0 534.0 c62
o21 607 614 625.0 631.0 c56
o210 772 797 808.0 828.0 c91
o211 685 694 713.0 721.0 c92
o212 471 486 487.0 500.0 c47
o213 546 566 566.0 573.0 c58
o214 151 169 175.0 190.0 c14
o215 638 648 654.0 667.0 c70
o216 573 578 581.0 589.0 c60
o217 653 664 667.0 684.0 c78
o218 158 180 188.0 203.0 c7
o219 330 337 346.0 356.0 c21
o22 142 157 166.0 178.0 c11
o220 616 629 636.0 647.0 c68
o221 583 610 616.0 622.0 c46
o222 676 687 696.0 708.0 c79
o223 285 292 309.0 320.0 c25
o224 437 452 459.0 476.0 c43
o225 594 605 605 611.0 c58
o227 485 503 510.0 515.0 c42
o228 261 274 281.0 290.0 c26
o229 247 267 274.0 284.0 c20
o23 584 614 617.0 627.0 c42
o230 394 404 406.0 416.0 c24
o232 229 259 259.0 264.0 c4
o234 488 503 505.0 520.0 c36
o235 248 274 284.0 298.0 c28
o236 518 548 552.0 567.0 c56
o237 634 664 670.0 680.0 c76
o238 681 693 721.0 729.0 c90
o239 577 592 593.0 601.0 c72
o24 575 593 595.0 603.0 c64
o240 184 193 204.0 220.0 c14
o241 143 155 174.0 185.0 c12
o242 577 593 595.0 604.0 c51
o243 225 240 240 257.0 c12
o244 303 314 323.0 337.0 c20
o245 592 597 606.0 619.0 c62
o246 589 594 597.0 604.0 c78
o247 611 613 628.0 641.0 c62
o248 699 712 725.0 740.0 c80
o249 647 653 668.0 680.0 c83
o25 689 700 720.0 730.0 c88
o250 92 110 126.0 140.0 c9
o251 617 637 645.0 652.0 c58
o252 631 655 669.0 681.0 c65
o253 508 529 529 536.0 c52
o254 666 684 692.0 714.0 c80
o255 561 573 574.0 588.0 c45
o256 622 675 676.0 693.0 c87
o257 527 532 538.0 548.0 c67
o259 579 595 597.0 605.0 c57
o26 519 533 538.0 548.0 c47
o260 562 585 593.0 603.0 c50
o262 651 683 687.0 699.0 c76
o263 664 684 690.0 700.0 c69
o264 119 129 135.0 148.0 c6
o265 708 733 741.0 758.0 c88
o266 649 657 663.0 670.0 c64
o268 561 573 575.0 587.0 c46
o27 583 591 595.0 611.0 c44
o270 533 563 563.0 574.0 c70
o271 556 564 567.0 577.0 c52
o272 782 797 808.0 818.0 c94
o273 613 643 650.0 664.0 c71
o274 423 448 450.0 459.0 c26
o275 677 707 717.0 734.0 c82
o276 581 611 623.0 641.0 c59
o277 619 649 661.0 668.0 c85
o279 478 502 513.0 520.0 c47
o28 88 100 104.0 117.0 c10
o281 104 133 146.0 162.0 c14
o282 399 400 415.0 429.0 c23
o283 154 166 174.0 190.0 c8
o284 715 725 737.0 748.0 c94
o286 604 619 621.0 630.0 c45
o287 364 379 379.0 389.0 c30
o288 598 616 621.0 639.0 c58
o289 590 595 604.0 611.0 c42
o29 606 636 648.0 657.0 c73
o290 180 194 206.0 216.0 c5
o291 224 241 242.0 252.0 c4
o292 577 612 613.0 625.0 c50
o293 178 211 215.0 228.0 c12
o294 645 655 660.0 674.0 c60
o295 112 136 158.0 174.0 c4
o296 417 428 430.0 438.0 c30
o297 516 541 541.0 549.0 c70
o298 186 222 225.0 231.0 c5
o299 578 589 589 599.0 c38
o3 737 745 760.0 774.0 c89
o30 720 730 741.0 750.0 c93
o300 1 10 28.0 36.0 c2
o301 622 632 644.0 652.0 c82
o302 367 379 387.0 401.0 c23
o303 244 262 263.0 276.0 c6
o304 672 675 686.0 692.0 c68
o305 633 641 653.0 658.0 c62
o306 294 304 304 313.0 c33
o307 613 615 631.0 643.0 c70
o309 647 667 676.0 684.0 c80
o31 129 149 149.0 156.0 c11
o310 619 629 640.0 652.0 c67
o311 486 490 499.0 515.0 c37
o312 278 296 301.0 318.0 c19
o313 380 384 393.0 402.0 c27
o314 596 625 626.0 642.0 c74
o315 588 608 613.0 624.0 c70
o316 35 57 69.0 81.0 c1
o317 514 527 527 541.0 c56
o318 486 487 504.0 517.0 c52
o32 362 382 386.0 398.0 c24
o320 641 670 680.0 693.0 c70
o322 559 588 588 607.0 c54
o323 184 212 215.0 231.0 c9
o324 158 190 193.0 203.0 c13
o325 671 678 689.0 699.0 c61
o326 592 609 612.0 626.0 c67
o328 558 571 571.0 583.0 c43
o329 651 666 677.0 690.0 c85
o33 511 541 546.0 560.0 c42
o330 475 505 509.0 521.0 c39
o331 564 579 579 592.0 c78
o332 159 174 185.0 191.0 c15
o333 635 658 669.0 681.0 c63
o334 713 725 732.0 738.0 c92
o335 413 434 438.0 445.0 c21
o336 49 79 83.0 96.0 c2
o337 369 384 385.0 401.0 c21
o338 478 508 520.0 536.0 c60
o339 584 608 613.0 622.0 c64
o34 602 627 646.0 659.0 c66
o340 640 646 669.0 679.0 c82
o341 231 254 254 267.0 c19
o342 744 755 760.0 776.0 c93
o343 760 765 785.0 792.0 c92
o344 207 224 224 242.0 c16
o345 246 251 258.0 263.0 c11
o346 272 283 284.0 292.0 c24
o347 342 370 379.0 391.0 c26
o348 289 307 311.0 317.0 c28
o349 530 531 542.0 555.0 c62
o350 606 607 625.0 634.0 c39
o351 440 449 462.0 479.0 c34
o352 551 567 567 576.0 c42
o353 649 664 670.0 685.0 c86
o354 328 338 338 346.0 c25
o355 571 601 603.0 612.0 c45
o356 141 171 191.0 207.0 c17
o357 481 504 509.0 516.0 c53
o358 22 52 57.0 66.0 c2
o359 603 623 626.0 637.0 c77
o36 718 728 746.0 764.0 c90
o360 205 230 234.0 251.0 c11
o362 607 637 641.0 660.0 c78
o363 463 478 478.0 493.0 c52
o364 731 739 757.0 774.0 c92
o365 578 606 612.0 624.0 c71
o366 640 668 676.0 683.0 c69
o367 323 353 359.0 369.0 c33
o368 256 268 276.0 290.0 c18
o369 460 477 480.0 492.0 c36
o37 595 601 616.0 632.0 c78
o370 658 718 731.0 744.0 c86
o371 549 564 564 575.0 c62
o372 561 579 580.0 585.0 c65
o373 696 701 718.0 727.0 c94
o374 525 540 540 550.0 c46
o375 219 236 241.0 250.0 c6
o376 629 635 647.0 658.0 c84
o378 415 420 428.0 440.0 c27
o379 598 627 646.0 655.0 c76
o38 378 388 388.0 405.0 c25
o381 287 292 310.0 315.0 c21
o382 580 594 595.0 601.0 c60
o383 681 702 708.0 717.0 c86
o384 126 147 150.0 170.0 c10
o385 608 636 646.0 654.0 c77
o386 564 579 581.0 588.0 c39
o387 527 538 538 550.0 c54
o388 78 97 104.0 116.0 c6
o389 676 694 725.0 736.0 c91
o39 681 690 708.0 714.0 c93
o390 593 608 608 625.0 c52
o391 234 247 247 258.0 c18
o392 108 120 120.0 134.0 c8
o394 107 124 131.0 139.0 c12
o395 177 207 215.0 228.0 c17
o396 592 610 612.0 617.0 c39
o397 596 623 630.0 639.0 c46
o398 347 366 366 376.0 c24
o4 563 584 585.0 594.0 c76
o40 714 738 749.0 766.0 c87
o401 677 687 697.0 714.0 c83
o402 661 672 675.0 682.0 c61
o403 664 694 698.0 712.0 c85
o404 718 729 741.0 751.0 c84
o405 163 173 194.0 202.0 c4
o406 564 569 571.0 587.0 c40
o407 389 410 413.0 420.0 c26
o408 501 522 526.0 539.0 c53
o409 329 339 339.0 352.0 c28
o41 749 755 783.0 790.0 c88
o410 718 728 743.0 753.0 c79
o411 403 416 416.0 424.0 c36
o412 495 513 516.0 532.0 c68
o413 436 446 450.0 468.0 c25
o414 537 552 552 560.0 c65
o415 204 218 221.0 232.0 c18
o416 122 145 150.0 159.0 c9
o417 252 267 270.0 287.0 c11
o418 158 183 187.0 196.0 c11
o419 262 274 281.0 297.0 c25
o42 506 524 524 541.0 c38
o420 765 786 793.0 809.0 c93
o421 277 279 296.0 311.0 c20
o422 483 489 498.0 516.0 c38
o423 565 579 581.0 592.0 c66
o425 191 202 213.0 221.0 c13
o426 603 612 619.0 628.0 c68
o427 527 538 539.0 548.0 c57
o428 574 586 590.0 595.0 c52
o429 211 242 242.0 248.0 c17
o43 310 330 330 347.0 c24
o430 579 595 595 616.0 c37
o431 675 692 712.0 732.0 c89
o432 747 755 768.0 777.0 c94
o433 134 152 167.0 184.0 c16
o434 371 391 402.0 410.0 c36
o435 434 460 460 474.0 c44
o436 579 583 586.0 591.0 c53
o437 646 656 665.0 684.0 c75
o438 609 660 666.0 681.0 c73
o439 588 626 630.0 644.0 c71
o44 567 578 578 592.0 c77
o440 549 563 566.0 577.0 c54
o441 584 586 596.0 603.0 c65
o442 604 622 622.0 634.0 c73
o443 499 517 520.0 533.0 c42
o444 777 797 808.0 813.0 c91
o445 521 529 533.0 539.0 c40
o446 554 574 574.0 581.0 c38
o447 551 561 562.0 570.0 c73
o449 68 99 105.0 111.0 c8
o45 495 510 518.0 530.0 c43
o450 508 513 520.0 533.0 c70
o451 590 614 622.0 629.0 c63
o452 578 580 590.0 601.0 c70
o453 81 94 100.0 113.0 c7
o454 631 643 651.0 657.0 c75
o455 139 169 172.0 179.0 c9
o456 700 708 723.0 728.0 c83
o457 573 604 607.0 625.0 c60
o458 125 147 147 153.0 c12
o459 590 625 625 634.0 c48
o46 193 213 216.0 226.0 c15
o460 424 439 439 450.0 c29
o461 716 732 749.0 767.0 c82
o462 645 647 661.0 670.0 c61
o463 542 550 554.0 569.0 c78
o464 461 478 479.0 488.0 c38
o465 577 592 594.0 609.0 c40
o467 608 618 623.0 632.0 c37
o468 319 334 336.0 346.0 c30
o469 526 543 543.0 562.0 c43
o47 608 623 628.0 635.0 c38
o470 593 615 623.0 634.0 c61
o471 477 492 497.0 510.0 c44
o472 649 683 690.0 698.0 c63
o473 584 596 603.0 610.0 c66
o474 680 687 708.0 717.0 c81
o476 712 742 749.0 761.0 c85
o477 475 505 512.0 520.0 c48
o479 554 572 572.0 578.0 c53
o48 375 385 396.0 407.0 c29
o480 194 215 221.0 233.0 c19
o481 297 312 318.0 325.0 c26
o483 576 589 590.0 595.0 c42
o484 521 539 539 549.0 c51
o485 566 585 585 598.0 c62
o486 639 647 655.0 663.0 c68
o487 584 609 611.0 618.0 c56
o488 559 564 568.0 574.0 c39
o489 184 203 205.0 217.0 c11
o49 571 583 583 597.0 c68
o490 792 822 822 835.0 c93
o491 552 557 560.0 572.0 c47
o492 338 363 369.0 374.0 c29
o493 612 630 640.0 649.0 c69
o495 666 673 690.0 699.0 c77
o496 574 583 587.0 596.0 c47
o498 659 689 694.0 703.0 c86
o5 598 628 628 635.0 c54
o50 495 508 525.0 533.0 c46
o502 597 606 609.0 626.0 c72
o504 614 632 644.0 650.0 c79
o505 492 504 515.0 525.0 c51
o506 783 788 797.0 808.0 c90
o507 715 745 753.0 772.0 c91
o508 497 514 518.0 531.0 c77
o509 556 568 568 585.0 c37
o51 515 530 530.0 538.0 c48
o510 784 794 797.0 808.0 c92
o511 221 226 242.0 259.0 c9
o512 555 564 565.0 575.0 c60
o513 219 229 229.0 243.0 c13
o514 144 157 172.0 183.0 c13
o515 143 173 184.0 197.0 c6
o516 459 489 491.0 499.0 c53
o517 794 824 828.0 842.0 c90
o518 135 150 152.0 162.0 c5
o519 502 512 517.0 535.0 c66
o52 559 589 595.0 604.0 c63
o520 346 353 361.0 370.0 c28
o521 408 423 428.0 439.0 c24
o522 368 388 392.0 403.0 c28
o523 523 550 550 561.0 c68
o524 448 459 462.0 467.0 c38
o525 187 202 212.0 222.0 c4
o526 578 603 605.0 614.0 c48
o528 446 466 467.0 474.0 c36
o529 156 180 188.0 205.0 c9
o53 485 514 521.0 534.0 c73
o530 637 647 656.0 669.0 c69
o531 519 544 547.0 565.0 c64
o533 292 294 307.0 318.0 c30
o534 384 386 403.0 417.0 c31
o535 387 397 407.0 419.0 c35
o536 588 613 621.0 634.0 c44
o537 652 669 677.0 694.0 c71
o538 620 640 646.0 653.0 c65
o54 622 658 670.0 679.0 c66
o55 436 449 456.0 462.0 c36
o56 430 455 455 465.0 c35
o57 576 604 608.0 619.0 c38
o58 671 682 690.0 697.0 c78
o59 570 595 595.0 605.0 c39
o6 22 37 47.0 52.0 c2
o60 620 649 663.0 674.0 c81
o61 623 652 664.0 676.0 c77
o62 609 639 650.0 666.0 c80
o63 238 268 278.0 292.0 c19
o64 610 635 643.0 653.0 c44
o65 676 706 715.0 728.0 c79
o66 756 784 791.0 807.0 c89
o67 113 124 130.0 136.0 c10
o68 583 611 623.0 639.0 c55
o69 310 315 325.0 335.0 c33
o7 598 608 612.0 626.0 c51
o70 347 361 363.0 375.0 c23
o71 719 731 743.0 749.0 c89
o72 185 190 202.0 214.0 c6
o73 544 564 564.0 574.0 c72
o74 528 545 545 554.0 c73
o75 241 247 255.0 266.0 c16
o76 328 358 361.0 373.0 c30
o77 166 187 203.0 217.0 c16
o78 588 598 600.0 608.0 c46
o79 382 412 412 420.0 c30
o8 190 199 213.0 229.0 c7
o80 612 625 626.0 637.0 c65
o81 565 580 580 587.0 c51
o82 514 537 537.0 549.0 c39
o83 281 293 299.0 308.0 c27
o84 328 343 345.0 350.0 c33
o85 365 377 380.0 385.0 c33
o86 591 596 603.0 611.0 c68
o87 475 502 514.0 522.0 c40
o88 663 673 682.0 689.0 c79
o89 610 626 642.0 652.0 c60
o9 611 628 637.0 644.0 c75
o90 331 346 347.0 359.0 c29
o91 474 500 500 512.0 c45
o92 590 620 622.0 628.0 c40
o93 91 102 114.0 122.0 c11
o94 646 707 717.0 726.0 c84
o95 287 296 296 311.0 c26
o96 642 663 675.0 686.0 c74
o97 573 582 585.0 597.0 c67
o98 294 309 314.0 320.0 c29
