order placement_time ready_time pickup_time dropoff_time courier
o152 177 197 197.0 212.0 c17
o153 117 172 173.0 182.0 c20
o154 566 575 580.0 591.0 c72
o155 579 601 612.0 629.0 c82
o156 259 274 283.0 290.0 c28
o157 496 518 525.0 539.0 c75
o158 532 558 562.0 568.0 c57
o159 36 56 76.0 88.0 c1
o160 184 191 194.0 199.0 c20
o161 703 713 716.0 722.0 c103
o162 605 607 616.0 623.0 c68
o163 72 95 100.0 115.0 c24
o164 118 133 136.0 146.0 c6
o165 532 551 556.0 563.0 c53
o166 641 654 660.0 668.0 c71
o167 550 571 573.0 584.0 c53
o168 228 238 246.0 259.0 c24
o169 349 351 359.0 364.0 c34
o17 647 677 683.0 693.0 c82
o170 383 386 391.0 403.0 c32
o171 225 234 244.0 262.0 c17
o172 543 564 569.0 586.0 c84
o173 138 168 168.0 178.0 c16
o174 98 108 108.0 118.0 c17
o175 462 463 472.0 485.0 c56
o176 538 550 552.0 561.0 c85
o177 264 284 301.0 311.0 c35
o178 696 704 716.0 723.0 c104
o179 558 576 576.0 586.0 c57
o18 571 581 590.0 603.0 c89
o180 430 444 444.0 461.0 c34
o181 720 745 745.0 762.0 c95
o182 561 586 594.0 599.0 c87
o183 703 723 724.0 734.0 c96
o184 98 105 111.0 124.0 c16
o185 778 788 790.0 797.0 c110
o186 697 708 713.0 722.0 c109
o187 176 191 191.0 201.0 c3
o188 666 686 689.0 701.0 c85
o189 643 658 663.0 669.0 c93
o19 581 611 618.0 634.0 c43
o190 627 657 663.0 675.0 c92
o191 216 228 233.0 250.0 c4
o192 733 743 745.0 759.0 c96
o193 240 250 257.0 270.0 c27
o194 177 192 193.0 200.0 c18
o195 560 563 577.0 585.0 c61
o196 732 752 758.0 765.0 c105
o197 549 573 575.0 591.0 c68
o198 521 545 546.0 560.0 c52
o199 714 731 731.0 741.0 c107
o2 541 557 559.0 565.0 c42
o20 598 607 616.0 633.0 c67
o200 559 581 581.0 589.0 c67
o201 590 608 614.0 625.0 c75
o202 487 502 507.0 518.0 c57
o203 698 705 714.0 726.0 c95
o205 245 275 283.0 294.0 c33
o206 611 632 632.0 638.0 c68
o207 329 344 351.0 368.0 c29
o208 604 624 625.0 637.0 c73
o209 117 119 128.0 133.0 c17
o21 336 346 350.0 359.0 c37
o210 638 661 677.0 682.0 c79
o211 548 564 564 577.0 c83
o212 563 575 575.0 588.0 c91
o213 580 585 596.0 609.0 c72
o214 622 642 643.0 660.0 c82
o215 491 518 525.0 539.0 c46
o216 732 740 744.0 762.0 c113
o217 588 605 605 615.0 c83
o218 184 199 199 209.0 c21
o219 477 488 497.0 506.0 c45
o22 152 160 169.0 183.0 c17
o220 692 697 705.0 721.0 c105
o221 631 661 677.0 688.0 c104
o222 482 487 499.0 510.0 c65
o223 220 250 254.0 264.0 c11
o224 238 268 278.0 292.0 c26
o225 568 577 581.0 599.0 c64
o226 102 112 117.0 128.0 c18
o227 33 48 58.0 77.0 c3
o228 633 643 645.0 658.0 c68
o229 108 142 143.0 148.0 c21
o23 572 584 588.0 600.0 c65
o230 669 673 685.0 696.0 c98
o231 784 802 803.0 815.0 c110
o232 697 724 726.0 737.0 c108
o233 564 587 592.0 603.0 c81
o234 92 116 122.0 137.0 c20
o235 201 202 210.0 218.0 c23
o236 518 528 529.0 545.0 c61
o237 500 518 526.0 540.0 c70
o238 176 215 215 228.0 c6
o239 715 728 732.0 747.0 c109
o24 563 572 576.0 585.0 c82
o241 570 600 602.0 618.0 c52
o242 236 259 263.0 274.0 c4
o243 516 536 536.0 545.0 c71
o244 592 612 615.0 631.0 c78
o245 152 162 162.0 170.0 c6
o246 486 506 519.0 532.0 c43
o247 455 469 472.0 486.0 c39
o248 698 709 712.0 723.0 c94
o249 610 640 640.0 654.0 c100
o25 625 656 657.0 664.0 c85
o250 498 541 541 549.0 c62
o251 557 568 571.0 580.0 c90
o252 578 589 597.0 607.0 c84
o253 162 182 182.0 193.0 c24
o254 706 720 722.0 731.0 c101
o255 568 595 599.0 608.0 c69
o256 568 579 582.0 587.0 c81
o257 602 603 611.0 623.0 c81
o258 641 669 674.0 689.0 c78
o259 632 662 673.0 687.0 c97
o26 623 633 636.0 648.0 c75
o260 537 569 572.0 579.0 c47
o261 565 586 594.0 608.0 c59
o262 606 625 626.0 632.0 c42
o263 625 655 655.0 673.0 c75
o264 660 670 681.0 692.0 c95
o265 552 562 567.0 580.0 c75
o266 100 122 130.0 141.0 c4
o267 297 305 310.0 322.0 c36
o268 225 239 241.0 258.0 c20
o269 305 335 339.0 351.0 c33
o27 202 208 214.0 234.0 c5
o270 687 696 700.0 708.0 c95
o271 511 541 545.0 558.0 c73
o272 582 609 614.0 631.0 c47
o273 740 754 754 768.0 c106
o274 542 554 558.0 567.0 c91
o275 523 553 560.0 567.0 c82
o276 594 609 613.0 622.0 c76
o277 226 237 245.0 251.0 c27
o278 469 483 484.0 498.0 c42
o279 613 623 628.0 645.0 c57
o28 621 642 645.0 657.0 c90
o280 565 581 591.0 606.0 c75
o281 608 623 627.0 634.0 c90
o282 445 454 459.0 473.0 c48
o283 657 677 686.0 697.0 c86
o284 587 602 612.0 628.0 c65
o285 235 244 251.0 260.0 c9
o286 498 505 515.0 529.0 c41
o287 155 185 187.0 199.0 c16
o288 500 520 521.0 527.0 c71
o289 514 527 527 535.0 c59
o29 535 552 555.0 574.0 c81
o290 151 171 174.0 181.0 c23
o291 573 596 606.0 618.0 c73
o292 156 176 176.0 185.0 c4
o293 570 581 592.0 603.0 c90
o294 626 642 647.0 654.0 c72
o295 465 485 489.0 496.0 c63
o296 635 660 662.0 675.0 c84
o297 577 602 611.0 621.0 c92
o298 333 341 349.0 358.0 c36
o299 674 689 689 703.0 c68
o3 626 656 661.0 676.0 c72
o30 614 630 631.0 638.0 c91
o300 97 127 136.0 152.0 c23
o301 690 705 716.0 726.0 c107
o302 623 648 656.0 673.0 c103
o303 607 627 630.0 643.0 c53
o304 680 697 698.0 710.0 c110
o305 605 635 635 648.0 c84
o306 4 11 35.0 50.0 c1
o307 368 393 393.0 399.0 c30
o308 235 243 253.0 263.0 c26
o309 565 573 582.0 596.0 c73
o31 266 274 285.0 296.0 c31
o310 738 753 753 760.0 c107
o311 565 585 594.0 602.0 c92
o312 403 415 415 426.0 c37
o313 653 673 673 682.0 c70
o314 486 505 505 522.0 c55
o315 625 656 663.0 669.0 c100
o316 524 554 559.0 570.0 c72
o317 553 575 575.0 589.0 c43
o318 276 286 312.0 327.0 c29
o319 583 597 605.0 620.0 c42
o32 588 615 615.0 623.0 c59
o320 180 195 195 204.0 c23
o321 252 262 267.0 282.0 c17
o322 711 731 731.0 744.0 c103
o323 541 550 553.0 565.0 c46
o324 603 617 619.0 632.0 c72
o325 552 602 611.0 617.0 c89
o326 589 608 610.0 629.0 c64
o327 641 666 674.0 689.0 c74
o328 556 585 587.0 601.0 c54
o329 291 304 304.0 315.0 c26
o33 643 667 672.0 686.0 c67
o330 498 524 529.0 538.0 c91
o331 243 253 258.0 269.0 c18
o332 475 482 499.0 514.0 c46
o333 461 465 485.0 490.0 c61
o334 543 553 557.0 570.0 c71
o335 511 522 524.0 534.0 c73
o336 712 723 728.0 740.0 c111
o337 611 641 646.0 654.0 c78
o338 641 661 664.0 676.0 c90
o339 238 247 249.0 258.0 c13
o34 506 514 519.0 525.0 c65
o340 296 300 312.0 317.0 c37
o341 523 536 538.0 546.0 c81
o342 555 565 570.0 579.0 c49
o343 177 188 196.0 209.0 c5
o344 493 518 526.0 540.0 c67
o345 586 596 607.0 615.0 c51
o346 568 583 586.0 603.0 c71
o347 635 642 650.0 670.0 c73
o348 373 388 389.0 401.0 c36
o349 567 581 583.0 594.0 c51
o35 763 788 788 794.0 c109
o350 549 570 570 577.0 c52
o351 523 547 551.0 559.0 c41
o352 675 690 694.0 710.0 c100
o353 228 250 251.0 266.0 c5
o354 526 538 538.0 553.0 c43
o355 531 551 553.0 567.0 c61
o356 704 721 729.0 745.0 c93
o357 344 358 367.0 374.0 c33
o358 683 697 698.0 712.0 c108
o359 280 282 299.0 304.0 c28
o36 421 426 436.0 443.0 c37
o360 644 674 674.0 687.0 c69
o361 543 561 570.0 580.0 c63
o362 567 597 604.0 613.0 c63
o363 541 562 567.0 572.0 c51
o364 561 582 587.0 603.0 c47
o365 303 323 324.0 337.0 c27
o366 540 560 562.0 573.0 c64
o367 671 688 694.0 708.0 c97
o368 220 226 236.0 250.0 c23
o369 185 204 207.0 216.0 c18
o37 458 473 482.0 489.0 c45
o370 52 91 101.0 109.0 c22
o371 611 613 621.0 627.0 c74
o372 667 680 681.0 690.0 c92
o373 567 582 584.0 595.0 c52
o374 569 589 594.0 603.0 c82
o375 480 483 496.0 501.0 c61
o376 570 600 602.0 610.0 c52
o377 744 755 755 761.0 c110
o378 652 662 672.0 682.0 c85
o379 775 794 800.0 807.0 c108
o38 594 614 617.0 629.0 c58
o380 581 590 596.0 607.0 c43
o381 659 688 692.0 708.0 c103
o382 573 593 597.0 608.0 c91
o383 585 607 614.0 620.0 c90
o384 504 518 520.0 528.0 c47
o385 558 571 576.0 594.0 c70
o386 614 644 647.0 652.0 c85
o387 704 718 720.0 730.0 c100
o388 662 663 676.0 693.0 c93
o389 166 195 195 202.0 c4
o39 603 615 615.0 623.0 c84
o390 49 88 95.0 107.0 c3
o391 458 471 483.0 495.0 c55
o392 621 633 633 647.0 c70
o393 197 219 223.0 236.0 c18
o394 609 639 643.0 652.0 c52
o395 371 396 396.0 410.0 c39
o396 558 591 597.0 609.0 c67
o397 553 554 572.0 585.0 c74
o398 544 564 570.0 586.0 c59
o399 571 597 603.0 612.0 c62
o4 566 582 582.0 594.0 c62
o40 137 147 148.0 167.0 c24
o400 151 180 180.0 195.0 c6
o401 482 494 498.0 511.0 c64
o402 290 300 303.0 312.0 c31
o403 459 469 477.0 491.0 c47
o404 631 658 666.0 679.0 c68
o405 454 484 491.0 499.0 c52
o406 492 512 516.0 529.0 c81
o407 634 656 661.0 672.0 c96
o408 555 588 590.0 599.0 c46
o409 564 594 600.0 606.0 c68
o41 620 638 642.0 649.0 c94
o410 680 692 693.0 707.0 c94
o411 538 558 562.0 569.0 c45
o412 197 210 210.0 216.0 c4
o413 338 358 358.0 366.0 c30
o414 618 638 643.0 660.0 c97
o415 516 531 537.0 551.0 c92
o416 428 441 442.0 449.0 c35
o417 191 211 219.0 239.0 c9
o418 112 140 143.0 150.0 c22
o419 96 106 111.0 116.0 c20
o42 146 162 167.0 186.0 c21
o420 541 556 559.0 577.0 c55
o421 616 638 638.0 643.0 c74
o422 634 664 671.0 677.0 c82
o423 170 180 184.0 197.0 c7
o424 558 571 576.0 581.0 c70
o425 514 519 527.0 545.0 c68
o426 124 154 154 163.0 c3
o427 584 598 602.0 613.0 c74
o428 573 596 600.0 613.0 c55
o429 760 780 780 791.0 c105
o43 137 144 150.0 157.0 c18
o430 73 104 104 114.0 c12
o431 601 621 625.0 632.0 c63
o432 512 532 534.0 541.0 c65
o433 712 717 733.0 739.0 c98
o434 621 636 637.0 651.0 c96
o435 503 521 527.0 537.0 c52
o436 369 376 378.0 396.0 c37
o437 530 540 542.0 556.0 c59
o438 553 555 574.0 581.0 c54
o439 521 547 552.0 560.0 c75
o44 564 584 584.0 594.0 c55
o440 499 506 507.0 524.0 c53
o441 220 262 262.0 275.0 c19
o442 137 151 151.0 163.0 c7
o443 663 674 675.0 685.0 c100
o444 576 581 595.0 605.0 c53
o445 646 661 675.0 686.0 c101
o446 196 226 231.0 241.0 c16
o447 292 293 308.0 318.0 c27
o448 268 276 295.0 304.0 c32
o449 222 236 238.0 244.0 c11
o45 446 451 460.0 466.0 c65
o450 586 604 607.0 621.0 c54
o451 741 771 773.0 780.0 c107
o452 569 581 585.0 599.0 c42
o453 709 714 721.0 728.0 c110
o454 739 754 754 764.0 c108
o455 104 119 123.0 129.0 c7
o456 770 800 802.0 810.0 c109
o457 600 620 620 637.0 c62
o458 536 545 547.0 557.0 c65
o459 335 355 358.0 364.0 c32
o46 306 329 329 338.0 c37
o460 497 522 526.0 542.0 c56
o461 409 428 428 445.0 c33
o462 670 700 700 706.0 c109
o463 420 433 436.0 453.0 c39
o464 458 495 496.0 508.0 c56
o465 550 570 571.0 580.0 c42
o466 229 230 240.0 245.0 c5
o467 124 136 138.0 151.0 c5
o468 105 125 125 133.0 c21
o469 190 192 203.0 215.0 c7
o47 562 566 577.0 587.0 c85
o470 580 589 596.0 610.0 c57
o471 742 772 772.0 778.0 c110
o472 725 734 736.0 751.0 c101
o473 220 225 230.0 237.0 c21
o474 619 649 657.0 667.0 c67
o475 496 509 511.0 522.0 c63
o476 704 709 722.0 729.0 c106
o477 564 572 572.0 584.0 c46
o478 338 343 349.0 363.0 c31
o479 407 414 419.0 429.0 c32
o48 659 674 676.0 694.0 c71
o480 436 451 457.0 470.0 c52
o481 750 780 780 788.0 c106
o482 578 608 609.0 622.0 c46
o483 603 608 611.0 617.0 c71
o484 776 786 787.0 795.0 c107
o485 669 688 693.0 709.0 c101
o486 270 292 299.0 307.0 c33
o487 181 200 206.0 219.0 c19
o488 349 364 370.0 382.0 c34
o489 484 522 527.0 537.0 c63
o49 199 230 231.0 243.0 c22
o490 551 556 568.0 578.0 c65
o491 690 702 707.0 714.0 c98
o492 633 663 668.0 681.0 c76
o493 453 483 489.0 503.0 c43
o494 171 181 190.0 201.0 c12
o495 437 452 459.0 471.0 c61
o496 663 673 681.0 689.0 c96
o497 199 209 209 224.0 c16
o498 330 340 344.0 353.0 c34
o499 302 320 320.0 332.0 c35
o5 574 582 589.0 595.0 c63
o50 494 502 510.0 520.0 c59
o500 231 236 244.0 252.0 c21
o501 497 521 525.0 538.0 c64
o502 289 325 329.0 344.0 c30
o503 576 588 590.0 604.0 c49
o504 623 649 654.0 671.0 c95
o505 597 604 613.0 625.0 c91
o51 493 503 504.0 512.0 c47
o52 563 583 585.0 593.0 c83
o53 255 261 269.0 283.0 c20
o54 740 750 761.0 773.0 c109
o55 102 117 119.0 127.0 c6
o56 421 441 441.0 452.0 c30
o57 537 558 558.0 565.0 c43
o58 640 650 656.0 664.0 c70
o59 645 671 676.0 685.0 c94
o6 131 144 146.0 151.0 c4
o60 539 554 554.0 565.0 c70
o61 542 556 560.0 575.0 c67
o62 595 606 615.0 624.0 c53
o63 486 503 505.0 518.0 c62
o64 547 572 577.0 585.0 c45
o65 555 576 581.0 590.0 c56
o66 198 203 210.0 225.0 c12
o67 619 633 633 651.0 c71
o68 631 641 647.0 664.0 c91
o69 680 700 701.0 710.0 c96
o7 588 598 603.0 623.0 c61
o70 188 218 223.0 236.0 c24
o71 227 256 262.0 277.0 c16
o72 584 599 605.0 622.0 c70
o73 480 483 503.0 508.0 c39
o74 506 541 541.0 557.0 c58
o75 210 219 233.0 248.0 c19
o76 93 123 131.0 143.0 c3
o77 652 679 682.0 693.0 c90
o78 181 211 214.0 224.0 c22
o79 197 211 220.0 232.0 c11
o8 612 622 629.0 638.0 c56
o80 610 640 640 647.0 c95
o81 776 786 790.0 802.0 c111
o82 646 657 661.0 667.0 c78
o83 520 536 540.0 549.0 c55
o84 549 554 559.0 575.0 c62
o85 493 503 505.0 519.0 c52
o86 383 390 399.0 418.0 c33
o87 296 306 309.0 321.0 c28
o88 269 284 297.0 307.0 c34
o9 680 700 701.0 714.0 c113
o90 614 624 624 637.0 c89
o91 616 627 627.0 638.0 c85
o92 774 790 794.0 804.0 c106
o93 168 173 178.0 197.0 c22
o94 261 263 289.0 294.0 c27
o95 584 600 600 608.0 c78
o96 541 561 567.0 580.0 c58
o97 644 664 673.0 692.0 c83
o98 503 530 530 551.0 c42
o99 756 774 776.0 791.0 c108
