order placement_time ready_time pickup_time dropoff_time courier
o198 521 545 545 557.0 c57
o199 714 731 731.0 740.0 c97
o2 541 557 561.0 566.0 c62
o20 598 607 611.0 625.0 c61
o200 559 581 581.0 588.0 c61
o201 590 608 609.0 618.0 c85
o202 487 502 505.0 515.0 c57
o203 698 705 710.0 720.0 c101
o204 278 280 288.0 301.0 c22
o205 245 275 281.0 290.0 c33
o206 611 632 632.0 638.0 c73
o207 329 344 346.0 360.0 c33
o208 604 624 624.0 634.0 c74
o209 117 119 127.0 132.0 c17
o21 336 346 348.0 356.0 c34
o210 638 661 669.0 674.0 c76
o211 548 564 564.0 575.0 c66
o212 563 575 575 586.0 c56
o213 580 585 593.0 604.0 c70
o214 622 642 643.0 657.0 c101
o215 491 518 521.0 537.0 c55
o216 732 740 743.0 758.0 c108
o217 588 605 605 614.0 c45
o218 184 199 199 208.0 c4
o219 477 488 490.0 498.0 c39
o22 152 160 166.0 178.0 c17
o220 692 697 704.0 717.0 c105
o221 631 661 669.0 678.0 c92
o222 482 487 492.0 501.0 c56
o223 220 250 250.0 259.0 c17
o224 238 268 270.0 282.0 c20
o225 568 577 579.0 593.0 c44
o226 102 112 114.0 123.0 c20
o227 33 48 50.0 65.0 c1
o228 633 643 644.0 655.0 c73
o229 108 142 142.0 147.0 c21
o23 572 584 588.0 598.0 c59
o230 669 673 680.0 690.0 c70
o231 784 802 802 812.0 c112
o232 697 724 725.0 734.0 c98
o233 564 587 589.0 598.0 c73
o234 92 116 117.0 130.0 c22
o235 201 202 211.0 218.0 c21
o236 518 528 528.0 541.0 c52
o237 500 518 520.0 532.0 c61
o238 176 215 215 226.0 c18
o239 715 728 728.0 741.0 c100
o24 563 572 572 580.0 c62
o240 29 46 65.0 75.0 c3
o241 570 600 603.0 617.0 c90
o242 236 259 261.0 271.0 c19
o243 516 536 536.0 544.0 c45
o244 592 612 612.0 625.0 c91
o245 152 162 162.0 169.0 c18
o246 486 506 513.0 524.0 c45
o247 455 469 474.0 486.0 c63
o248 698 709 711.0 720.0 c94
o249 610 640 640.0 651.0 c68
o25 625 656 656 662.0 c88
o250 498 541 541.0 548.0 c58
o251 557 568 570.0 578.0 c55
o252 578 589 591.0 600.0 c75
o253 162 182 182.0 191.0 c3
o254 706 720 720.0 728.0 c95
o255 568 595 595 603.0 c81
o256 568 579 579.0 584.0 c73
o257 602 603 612.0 622.0 c42
o258 641 669 674.0 686.0 c75
o259 632 662 670.0 682.0 c94
o26 623 633 633.0 643.0 c82
o260 537 569 569 575.0 c71
o261 565 586 590.0 601.0 c42
o262 606 625 626.0 631.0 c90
o263 625 655 655 669.0 c96
o264 660 670 678.0 688.0 c101
o265 552 562 563.0 574.0 c63
o266 100 122 127.0 137.0 c4
o267 297 305 309.0 319.0 c34
o268 225 239 239.0 253.0 c5
o269 305 335 335.0 345.0 c32
o27 202 208 210.0 226.0 c17
o270 687 696 697.0 704.0 c101
o271 511 541 544.0 555.0 c73
o272 582 609 610.0 624.0 c62
o273 740 754 764.0 776.0 c111
o274 542 554 554.0 562.0 c88
o275 523 553 557.0 563.0 c82
o276 594 609 609 617.0 c72
o277 226 237 237.0 242.0 c20
o278 469 483 483.0 495.0 c65
o279 613 623 623.0 637.0 c54
o28 621 642 647.0 657.0 c75
o280 565 581 588.0 605.0 c55
o281 608 623 623.0 630.0 c68
o282 445 454 458.0 470.0 c48
o283 657 677 677 687.0 c67
o284 587 602 607.0 620.0 c75
o285 235 244 250.0 258.0 c20
o286 498 505 513.0 525.0 c53
o287 155 185 185.0 195.0 c20
o288 500 520 520 525.0 c71
o289 514 527 531.0 538.0 c46
o29 535 552 553.0 568.0 c81
o290 151 171 172.0 178.0 c24
o291 573 596 599.0 609.0 c53
o292 156 176 176.0 184.0 c4
o293 570 581 583.0 592.0 c88
o294 626 642 648.0 654.0 c72
o295 465 485 485 492.0 c61
o296 635 660 660.0 671.0 c70
o297 577 602 606.0 614.0 c57
o298 333 341 341.0 349.0 c37
o299 674 689 689.0 700.0 c68
o3 626 656 660.0 673.0 c72
o30 614 630 630.0 636.0 c47
o300 97 127 129.0 142.0 c16
o301 690 705 708.0 716.0 c100
o302 623 648 654.0 668.0 c83
o303 607 627 631.0 642.0 c72
o304 680 697 697 707.0 c96
o305 605 635 635 646.0 c70
o306 4 11 29.0 41.0 c1
o307 368 393 398.0 404.0 c32
o308 235 243 251.0 259.0 c8
o309 565 573 579.0 590.0 c53
o31 266 274 282.0 291.0 c31
o310 738 753 755.0 761.0 c109
o311 565 585 589.0 596.0 c90
o312 403 415 415 425.0 c34
o313 653 673 673 681.0 c71
o314 486 505 506.0 520.0 c46
o315 625 656 662.0 668.0 c97
o316 524 554 557.0 567.0 c70
o317 553 575 577.0 588.0 c58
o318 276 286 294.0 307.0 c37
o319 583 597 598.0 611.0 c46
o32 588 615 615 622.0 c70
o320 180 195 195 203.0 c24
o321 252 262 262 275.0 c16
o322 711 731 736.0 747.0 c105
o323 541 550 552.0 562.0 c55
o324 603 617 617.0 628.0 c46
o325 552 602 606.0 611.0 c73
o326 589 608 609.0 624.0 c89
o327 641 666 674.0 687.0 c100
o328 556 585 590.0 601.0 c89
o329 291 304 304 314.0 c32
o33 643 667 672.0 684.0 c91
o330 498 524 524 532.0 c44
o331 243 253 256.0 265.0 c24
o332 475 482 492.0 505.0 c52
o333 461 465 480.0 485.0 c39
o334 543 553 555.0 566.0 c45
o335 511 522 523.0 532.0 c73
o336 712 723 728.0 738.0 c104
o337 611 641 644.0 651.0 c91
o338 641 661 670.0 680.0 c82
o339 238 247 247.0 255.0 c11
o34 506 514 518.0 523.0 c56
o340 296 300 305.0 310.0 c27
o341 523 536 537.0 544.0 c81
o342 555 565 572.0 580.0 c49
o343 177 188 191.0 202.0 c17
o344 493 518 521.0 532.0 c55
o345 586 596 606.0 613.0 c59
o346 568 583 584.0 598.0 c45
o347 635 642 645.0 661.0 c94
o348 373 388 389.0 399.0 c28
o349 567 581 587.0 597.0 c54
o35 763 788 788 794.0 c109
o350 549 570 570 576.0 c82
o351 523 547 549.0 556.0 c53
o352 675 690 690.0 703.0 c91
o353 228 250 250 262.0 c23
o354 526 538 538 551.0 c75
o355 531 551 552.0 564.0 c52
o356 704 721 726.0 739.0 c111
o357 344 358 362.0 368.0 c37
o358 683 697 697.0 709.0 c108
o359 280 282 295.0 300.0 c27
o36 421 426 433.0 440.0 c34
o360 644 674 676.0 687.0 c69
o361 543 561 563.0 572.0 c47
o362 567 597 597.0 605.0 c56
o363 541 562 565.0 570.0 c51
o364 561 582 582.0 595.0 c71
o365 303 323 323.0 334.0 c35
o366 540 560 560.0 569.0 c91
o367 671 688 689.0 701.0 c94
o368 220 226 237.0 248.0 c27
o369 185 204 204.0 212.0 c20
o37 458 473 478.0 485.0 c52
o370 52 91 100.0 107.0 c23
o371 611 613 621.0 626.0 c59
o372 667 680 680.0 688.0 c73
o373 567 582 586.0 595.0 c63
o374 569 589 590.0 598.0 c57
o375 480 483 500.0 505.0 c63
o376 570 600 603.0 610.0 c90
o377 744 755 756.0 761.0 c105
o378 652 662 669.0 678.0 c88
o379 775 794 794.0 800.0 c110
o38 594 614 614 624.0 c56
o380 581 590 595.0 604.0 c58
o381 659 688 688 701.0 c82
o382 573 593 594.0 603.0 c74
o383 585 607 611.0 617.0 c68
o384 504 518 523.0 530.0 c75
o385 558 571 574.0 585.0 c91
o386 614 644 644 649.0 c88
o387 704 718 718 726.0 c113
o388 662 663 673.0 687.0 c93
o389 166 195 195 202.0 c22
o39 603 615 615.0 622.0 c51
o390 49 88 93.0 103.0 c3
o391 458 471 479.0 489.0 c43
o392 621 633 633.0 644.0 c71
o393 197 219 222.0 233.0 c24
o394 609 639 639.0 647.0 c100
o395 371 396 396.0 408.0 c39
o396 558 591 595.0 605.0 c61
o397 553 554 569.0 580.0 c85
o398 544 564 567.0 580.0 c59
o399 571 597 597.0 605.0 c43
o4 566 582 582 592.0 c46
o40 137 147 147.0 162.0 c24
o400 151 180 180 192.0 c18
o401 482 494 496.0 507.0 c44
o402 290 300 301.0 309.0 c31
o403 459 469 474.0 486.0 c47
o404 631 658 662.0 673.0 c73
o405 454 484 490.0 497.0 c55
o406 492 512 515.0 526.0 c81
o407 634 656 659.0 668.0 c68
o408 555 588 588 596.0 c49
o409 564 594 594.0 600.0 c68
o41 620 638 640.0 647.0 c74
o410 680 692 692.0 703.0 c100
o411 538 558 560.0 567.0 c56
o412 197 210 210.0 215.0 c24
o413 338 358 358 365.0 c28
o414 618 638 639.0 653.0 c95
o415 516 531 535.0 547.0 c92
o416 428 441 441 447.0 c35
o417 191 211 217.0 233.0 c19
o418 112 140 140 146.0 c23
o419 96 106 106 111.0 c22
o42 146 162 165.0 180.0 c21
o420 541 556 558.0 572.0 c44
o421 616 638 638 643.0 c90
o422 634 664 666.0 672.0 c101
o423 170 180 183.0 194.0 c6
o424 558 571 574.0 579.0 c90
o425 514 519 525.0 539.0 c68
o426 124 154 154 162.0 c20
o427 584 598 599.0 609.0 c51
o428 573 596 598.0 609.0 c82
o429 760 780 780 789.0 c113
o43 137 144 146.0 152.0 c3
o430 73 104 104 113.0 c12
o431 601 621 621.0 627.0 c82
o432 512 532 532.0 539.0 c63
o433 712 717 729.0 735.0 c103
o434 621 636 636.0 647.0 c96
o435 503 521 527.0 536.0 c57
o436 369 376 377.0 391.0 c34
o437 530 540 544.0 556.0 c46
o438 553 555 568.0 574.0 c46
o439 521 547 550.0 557.0 c59
o44 564 584 584.0 593.0 c82
o440 499 506 506.0 520.0 c41
o441 220 262 262.0 273.0 c7
o442 137 151 154.0 164.0 c6
o443 663 674 674 683.0 c97
o444 576 581 590.0 599.0 c72
o445 646 661 669.0 678.0 c98
o446 196 226 227.0 236.0 c22
o447 292 293 303.0 312.0 c28
o448 268 276 290.0 298.0 c30
o449 222 236 236 241.0 c23
o45 446 451 459.0 465.0 c65
o450 586 604 607.0 619.0 c44
o451 741 771 772.0 778.0 c105
o452 569 581 588.0 600.0 c55
o453 709 714 719.0 725.0 c96
o454 739 754 757.0 766.0 c106
o455 104 119 119 125.0 c18
o456 770 800 800 807.0 c106
o457 600 620 620 634.0 c88
o458 536 545 546.0 555.0 c56
o459 335 355 355 361.0 c36
o46 306 329 329 337.0 c27
o460 497 522 523.0 536.0 c43
o461 409 428 428.0 442.0 c30
o462 670 700 700 705.0 c109
o463 420 433 434.0 448.0 c39
o464 458 495 498.0 508.0 c47
o465 550 570 570.0 578.0 c88
o466 229 230 236.0 241.0 c17
o467 124 136 137.0 148.0 c5
o468 105 125 125 132.0 c21
o469 190 192 201.0 211.0 c6
o47 562 566 575.0 584.0 c67
o470 580 589 594.0 605.0 c91
o471 742 772 772.0 778.0 c109
o472 725 734 735.0 747.0 c95
o473 220 225 230.0 236.0 c4
o474 619 649 653.0 662.0 c82
o475 496 509 511.0 520.0 c52
o476 704 709 719.0 725.0 c106
o477 564 572 577.0 587.0 c81
o478 338 343 348.0 360.0 c31
o479 407 414 418.0 427.0 c37
o48 659 674 674 689.0 c74
o480 436 451 456.0 467.0 c52
o481 750 780 780 787.0 c106
o482 578 608 608.0 619.0 c49
o483 603 608 613.0 618.0 c84
o484 776 786 786.0 793.0 c105
o485 669 688 688 701.0 c98
o486 270 292 295.0 302.0 c33
o487 181 200 200 211.0 c16
o488 349 364 366.0 376.0 c29
o489 484 522 524.0 533.0 c47
o49 199 230 232.0 242.0 c9
o490 551 556 560.0 569.0 c73
o491 690 702 708.0 715.0 c103
o492 633 663 667.0 678.0 c95
o493 453 483 487.0 499.0 c45
o494 171 181 187.0 196.0 c5
o495 437 452 458.0 468.0 c39
o496 663 673 676.0 683.0 c68
o497 199 209 209.0 221.0 c22
o498 330 340 342.0 350.0 c35
o499 302 320 320.0 330.0 c37
o5 574 582 583.0 589.0 c47
o50 494 502 507.0 515.0 c59
o500 231 236 242.0 249.0 c4
o501 497 521 526.0 537.0 c91
o502 289 325 326.0 338.0 c28
o503 576 588 588.0 600.0 c85
o504 623 649 654.0 668.0 c84
o505 597 604 608.0 618.0 c74
o51 493 503 506.0 513.0 c61
o52 563 583 583 590.0 c66
o53 255 261 268.0 280.0 c5
o54 740 750 759.0 769.0 c112
o55 102 117 118.0 125.0 c6
o56 421 441 441.0 451.0 c32
o57 537 558 563.0 569.0 c74
o58 640 650 653.0 660.0 c71
o59 645 671 675.0 683.0 c84
o6 131 144 144 149.0 c4
o60 539 554 554.0 563.0 c90
o61 542 556 557.0 569.0 c61
o62 595 606 608.0 616.0 c54
o63 486 503 503.0 514.0 c62
o64 547 572 572.0 579.0 c57
o65 555 576 579.0 587.0 c43
o66 198 203 207.0 220.0 c7
o67 619 633 633 648.0 c84
o68 631 641 648.0 662.0 c67
o69 680 700 700 708.0 c110
o7 588 598 606.0 622.0 c66
o70 188 218 219.0 230.0 c20
o71 227 256 260.0 272.0 c4
o72 584 599 600.0 614.0 c63
o73 480 483 499.0 504.0 c43
o74 506 541 541 554.0 c62
o75 210 219 227.0 239.0 c7
o76 93 123 128.0 138.0 c3
o77 652 679 679.0 688.0 c96
o78 181 211 222.0 231.0 c16
o79 197 211 215.0 225.0 c4
o8 612 622 625.0 633.0 c52
o80 610 640 640.0 647.0 c52
o81 776 786 787.0 797.0 c107
o82 646 657 663.0 668.0 c75
o83 520 536 539.0 547.0 c90
o84 549 554 558.0 571.0 c58
o85 493 503 503.0 514.0 c55
o86 383 390 391.0 406.0 c36
o87 296 306 309.0 319.0 c26
o88 269 284 293.0 302.0 c34
o9 680 700 700 711.0 c95
o90 614 624 627.0 638.0 c67
o91 616 627 628.0 638.0 c42
o92 774 790 790 799.0 c111
o93 168 173 176.0 191.0 c16
o94 261 263 278.0 283.0 c22
o95 584 600 602.0 609.0 c88
o96 541 561 568.0 579.0 c72
o97 644 664 670.0 685.0 c103
o98 503 530 530.0 547.0 c88
o99 756 774 774 786.0 c110
